delta_true,N,order,replicate
3,50,d0,8
3,50,d1,8
3,50,d2,8
3,50,d3,8
3,100,d0,8
3,100,d1,8
3,100,d2,8
3,100,d3,8
3,200,d0,8
3,200,d1,8
3,200,d2,8
3,200,d3,8
3,20,d0,9
3,20,d1,9
3,20,d2,9
3,20,d3,9
3,50,d0,9
3,50,d1,9
3,50,d2,9
3,50,d3,9
3,100,d0,9
3,100,d1,9
3,100,d2,9
3,100,d3,9
3,200,d0,9
3,200,d1,9
3,200,d2,9
3,200,d3,9
3,20,d0,10
3,20,d1,10
3,20,d2,10
3,20,d3,10
3,50,d0,10
3,50,d1,10
3,50,d2,10
3,50,d3,10
3,100,d0,10
3,100,d1,10
3,100,d2,10
3,100,d3,10
3,200,d0,10
3,200,d1,10
3,200,d2,10
3,200,d3,10
3,20,d0,11
3,20,d1,11
3,20,d2,11
3,20,d3,11
3,50,d0,11
3,50,d1,11
3,50,d2,11
3,50,d3,11
3,100,d0,11
3,100,d1,11
3,100,d2,11
3,100,d3,11
3,200,d0,11
3,200,d1,11
3,200,d2,11
3,200,d3,11
3,20,d0,12
3,20,d1,12
3,20,d2,12
3,20,d3,12
3,50,d0,12
3,50,d1,12
3,50,d2,12
3,50,d3,12
3,100,d0,12
3,100,d1,12
3,100,d2,12
3,100,d3,12
3,200,d0,12
3,200,d1,12
3,200,d2,12
3,200,d3,12
3,20,d0,13
3,20,d1,13
3,20,d2,13
3,20,d3,13
3,50,d0,13
3,50,d1,13
3,50,d2,13
3,50,d3,13
3,100,d0,13
3,100,d1,13
3,100,d2,13
3,100,d3,13
3,200,d0,13
3,200,d1,13
3,200,d2,13
3,200,d3,13
3,20,d0,14
3,20,d1,14
3,20,d2,14
3,20,d3,14
3,50,d0,14
3,50,d1,14
3,50,d2,14
3,50,d3,14
3,100,d0,14
3,100,d1,14
3,100,d2,14
3,100,d3,14
3,200,d0,14
3,200,d1,14
3,200,d2,14
3,200,d3,14
3,20,d0,15
3,20,d1,15
3,20,d2,15
3,20,d3,15
3,50,d0,15
3,50,d1,15
3,50,d2,15
3,50,d3,15
3,100,d0,15
3,100,d1,15
3,100,d2,15
3,100,d3,15
3,200,d0,15
3,200,d1,15
3,200,d2,15
3,200,d3,15
3,20,d0,16
3,20,d1,16
3,20,d2,16
3,20,d3,16
3,50,d0,16
3,50,d1,16
3,50,d2,16
3,50,d3,16
3,100,d0,16
3,100,d1,16
3,100,d2,16
3,100,d3,16
3,200,d0,16
3,200,d1,16
3,200,d2,16
3,200,d3,16
3,20,d0,17
3,20,d1,17
3,20,d2,17
3,20,d3,17
3,50,d0,17
3,50,d1,17
3,50,d2,17
3,50,d3,17
3,100,d0,17
3,100,d1,17
3,100,d2,17
3,100,d3,17
3,200,d0,17
3,200,d1,17
3,200,d2,17
3,200,d3,17
3,20,d0,18
3,20,d1,18
3,20,d2,18
3,20,d3,18
3,50,d0,18
3,50,d1,18
3,50,d2,18
3,50,d3,18
3,100,d0,18
3,100,d1,18
3,100,d2,18
3,100,d3,18
3,200,d0,18
3,200,d1,18
3,200,d2,18
3,200,d3,18
3,20,d0,19
3,20,d1,19
3,20,d2,19
3,20,d3,19
3,50,d0,19
3,50,d1,19
3,50,d2,19
3,50,d3,19
3,100,d0,19
3,100,d1,19
3,100,d2,19
3,100,d3,19
3,200,d0,19
3,200,d1,19
3,200,d2,19
3,200,d3,19
3,20,d0,20
3,20,d1,20
3,20,d2,20
3,20,d3,20
3,50,d0,20
3,50,d1,20
3,50,d2,20
3,50,d3,20
3,100,d0,20
3,100,d1,20
3,100,d2,20
3,100,d3,20
3,200,d0,20
3,200,d1,20
3,200,d2,20
3,200,d3,20
3,20,d0,21
3,20,d1,21
3,20,d2,21
3,20,d3,21
3,50,d0,21
3,50,d1,21
3,50,d2,21
3,50,d3,21
3,100,d0,21
3,100,d1,21
3,100,d2,21
3,100,d3,21
3,200,d0,21
3,200,d1,21
3,200,d2,21
3,200,d3,21
3,20,d0,22
3,20,d1,22
3,20,d2,22
3,20,d3,22
3,50,d0,22
3,50,d1,22
3,50,d2,22
3,50,d3,22
3,100,d0,22
3,100,d1,22
3,100,d2,22
3,100,d3,22
3,200,d0,22
3,200,d1,22
3,200,d2,22
3,200,d3,22
3,20,d0,23
3,20,d1,23
3,20,d2,23
3,20,d3,23
3,50,d0,23
3,50,d1,23
3,50,d2,23
3,50,d3,23
3,100,d0,23
3,100,d1,23
3,100,d2,23
3,100,d3,23
3,200,d0,23
3,200,d1,23
3,200,d2,23
3,200,d3,23
3,20,d0,24
3,20,d1,24
3,20,d2,24
3,20,d3,24
3,50,d0,24
3,50,d1,24
3,50,d2,24
3,50,d3,24
3,100,d0,24
3,100,d1,24
3,100,d2,24
3,100,d3,24
3,200,d0,24
3,200,d1,24
3,200,d2,24
3,200,d3,24
3,20,d0,25
3,20,d1,25
3,20,d2,25
3,20,d3,25
3,50,d0,25
3,50,d1,25
3,50,d2,25
3,50,d3,25
3,100,d0,25
3,100,d1,25
3,100,d2,25
3,100,d3,25
3,200,d0,25
3,200,d1,25
3,200,d2,25
3,200,d3,25
3,20,d0,26
3,20,d1,26
3,20,d2,26
3,20,d3,26
3,50,d0,26
3,50,d1,26
3,50,d2,26
3,50,d3,26
3,100,d0,26
3,100,d1,26
3,100,d2,26
3,100,d3,26
3,200,d0,26
3,200,d1,26
3,200,d2,26
3,200,d3,26
3,20,d0,27
3,20,d1,27
3,20,d2,27
3,20,d3,27
3,50,d0,27
3,50,d1,27
3,50,d2,27
3,50,d3,27
3,100,d0,27
3,100,d1,27
3,100,d2,27
3,100,d3,27
3,200,d0,27
3,200,d1,27
3,200,d2,27
3,200,d3,27
3,20,d0,28
3,20,d1,28
3,20,d2,28
3,20,d3,28
3,50,d0,28
3,50,d1,28
3,50,d2,28
3,50,d3,28
3,100,d0,28
3,100,d1,28
3,100,d2,28
3,100,d3,28
3,200,d0,28
3,200,d1,28
3,200,d2,28
3,200,d3,28
3,20,d0,29
3,20,d1,29
3,20,d2,29
3,20,d3,29
3,50,d0,29
3,50,d1,29
3,50,d2,29
3,50,d3,29
3,100,d0,29
3,100,d1,29
3,100,d2,29
3,100,d3,29
3,200,d0,29
3,200,d1,29
3,200,d2,29
3,200,d3,29
3,20,d0,30
3,20,d1,30
3,20,d2,30
3,20,d3,30
3,50,d0,30
3,50,d1,30
3,50,d2,30
3,50,d3,30
3,100,d0,30
3,100,d1,30
3,100,d2,30
3,100,d3,30
3,200,d0,30
3,200,d1,30
3,200,d2,30
3,200,d3,30
3,20,d0,31
3,20,d1,31
3,20,d2,31
3,20,d3,31
3,50,d0,31
3,50,d1,31
3,50,d2,31
3,50,d3,31
3,100,d0,31
3,100,d1,31
3,100,d2,31
3,100,d3,31
3,200,d0,31
3,200,d1,31
3,200,d2,31
3,200,d3,31
3,20,d0,32
3,20,d1,32
3,20,d2,32
3,20,d3,32
3,50,d0,32
3,50,d1,32
3,50,d2,32
3,50,d3,32
3,100,d0,32
3,100,d1,32
3,100,d2,32
3,100,d3,32
3,200,d0,32
3,200,d1,32
3,200,d2,32
3,200,d3,32
3,20,d0,33
3,20,d1,33
3,20,d2,33
3,20,d3,33
3,50,d0,33
3,50,d1,33
3,50,d2,33
3,50,d3,33
3,100,d0,33
3,100,d1,33
3,100,d2,33
3,100,d3,33
3,200,d0,33
3,200,d1,33
3,200,d2,33
3,200,d3,33
3,20,d0,34
3,20,d1,34
3,20,d2,34
3,20,d3,34
3,50,d0,34
3,50,d1,34
3,50,d2,34
3,50,d3,34
3,100,d0,34
3,100,d1,34
3,100,d2,34
3,100,d3,34
3,200,d0,34
3,200,d1,34
3,200,d2,34
3,200,d3,34
3,20,d0,35
3,20,d1,35
3,20,d2,35
3,20,d3,35
3,50,d0,35
3,50,d1,35
3,50,d2,35
3,50,d3,35
3,100,d0,35
3,100,d1,35
3,100,d2,35
3,100,d3,35
3,200,d0,35
3,200,d1,35
3,200,d2,35
3,200,d3,35
3,20,d0,36
3,20,d1,36
3,20,d2,36
3,20,d3,36
3,50,d0,36
3,50,d1,36
3,50,d2,36
3,50,d3,36
3,100,d0,36
3,100,d1,36
3,100,d2,36
3,100,d3,36
3,200,d0,36
3,200,d1,36
3,200,d2,36
3,200,d3,36
3,20,d0,37
3,20,d1,37
3,20,d2,37
3,20,d3,37
3,50,d0,37
3,50,d1,37
3,50,d2,37
3,50,d3,37
3,100,d0,37
3,100,d1,37
3,100,d2,37
3,100,d3,37
3,200,d0,37
3,200,d1,37
3,200,d2,37
3,200,d3,37
3,20,d0,38
3,20,d1,38
3,20,d2,38
3,20,d3,38
3,50,d0,38
3,50,d1,38
3,50,d2,38
3,50,d3,38
3,100,d0,38
3,100,d1,38
3,100,d2,38
3,100,d3,38
3,200,d0,38
3,200,d1,38
3,200,d2,38
3,200,d3,38
3,20,d0,39
3,20,d1,39
3,20,d2,39
3,20,d3,39
3,50,d0,39
3,50,d1,39
3,50,d2,39
3,50,d3,39
3,100,d0,39
3,100,d1,39
3,100,d2,39
3,100,d3,39
3,200,d0,39
3,200,d1,39
3,200,d2,39
3,200,d3,39
3,20,d0,40
3,20,d1,40
3,20,d2,40
3,20,d3,40
3,50,d0,40
3,50,d1,40
3,50,d2,40
3,50,d3,40
3,100,d0,40
3,100,d1,40
3,100,d2,40
3,100,d3,40
3,200,d0,40
3,200,d1,40
3,200,d2,40
3,200,d3,40
3,20,d0,41
3,20,d1,41
3,20,d2,41
3,20,d3,41
3,50,d0,41
3,50,d1,41
3,50,d2,41
3,50,d3,41
3,100,d0,41
3,100,d1,41
3,100,d2,41
3,100,d3,41
3,200,d0,41
3,200,d1,41
3,200,d2,41
3,200,d3,41
3,20,d0,42
3,20,d1,42
3,20,d2,42
3,20,d3,42
3,50,d0,42
3,50,d1,42
3,50,d2,42
3,50,d3,42
3,100,d0,42
3,100,d1,42
3,100,d2,42
3,100,d3,42
3,200,d0,42
3,200,d1,42
3,200,d2,42
3,200,d3,42
3,20,d0,43
3,20,d1,43
3,20,d2,43
3,20,d3,43
3,50,d0,43
3,50,d1,43
3,50,d2,43
3,50,d3,43
3,100,d0,43
3,100,d1,43
3,100,d2,43
3,100,d3,43
3,200,d0,43
3,200,d1,43
3,200,d2,43
3,200,d3,43
3,20,d0,44
3,20,d1,44
3,20,d2,44
3,20,d3,44
3,50,d0,44
3,50,d1,44
3,50,d2,44
3,50,d3,44
3,100,d0,44
3,100,d1,44
3,100,d2,44
3,100,d3,44
3,200,d0,44
3,200,d1,44
3,200,d2,44
3,200,d3,44
3,20,d0,45
3,20,d1,45
3,20,d2,45
3,20,d3,45
3,50,d0,45
3,50,d1,45
3,50,d2,45
3,50,d3,45
3,100,d0,45
3,100,d1,45
3,100,d2,45
3,100,d3,45
3,200,d0,45
3,200,d1,45
3,200,d2,45
3,200,d3,45
3,20,d0,46
3,20,d1,46
3,20,d2,46
3,20,d3,46
3,50,d0,46
3,50,d1,46
3,50,d2,46
3,50,d3,46
3,100,d0,46
3,100,d1,46
3,100,d2,46
3,100,d3,46
3,200,d0,46
3,200,d1,46
3,200,d2,46
3,200,d3,46
3,20,d0,47
3,20,d1,47
3,20,d2,47
3,20,d3,47
3,50,d0,47
3,50,d1,47
3,50,d2,47
3,50,d3,47
3,100,d0,47
3,100,d1,47
3,100,d2,47
3,100,d3,47
3,200,d0,47
3,200,d1,47
3,200,d2,47
3,200,d3,47
3,20,d0,48
3,20,d1,48
3,20,d2,48
3,20,d3,48
3,50,d0,48
3,50,d1,48
3,50,d2,48
3,50,d3,48
3,100,d0,48
3,100,d1,48
3,100,d2,48
3,100,d3,48
3,200,d0,48
3,200,d1,48
3,200,d2,48
3,200,d3,48
3,20,d0,49
3,20,d1,49
3,20,d2,49
3,20,d3,49
3,50,d0,49
3,50,d1,49
3,50,d2,49
3,50,d3,49
3,100,d0,49
3,100,d1,49
3,100,d2,49
3,100,d3,49
3,200,d0,49
3,200,d1,49
3,200,d2,49
3,200,d3,49
3,20,d0,50
3,20,d1,50
3,20,d2,50
3,20,d3,50
3,50,d0,50
3,50,d1,50
3,50,d2,50
3,50,d3,50
3,100,d0,50
3,100,d1,50
3,100,d2,50
3,100,d3,50
3,200,d0,50
3,200,d1,50
3,200,d2,50
3,200,d3,50
