delta_true,N,order,replicate
2,50,d0,33
2,50,d1,33
2,50,d2,33
2,50,d3,33
2,100,d0,33
2,100,d1,33
2,100,d2,33
2,100,d3,33
2,200,d0,33
2,200,d1,33
2,200,d2,33
2,200,d3,33
2,20,d0,34
2,20,d1,34
2,20,d2,34
2,20,d3,34
2,50,d0,34
2,50,d1,34
2,50,d2,34
2,50,d3,34
2,100,d0,34
2,100,d1,34
2,100,d2,34
2,100,d3,34
2,200,d0,34
2,200,d1,34
2,200,d2,34
2,200,d3,34
2,20,d0,35
2,20,d1,35
2,20,d2,35
2,20,d3,35
2,50,d0,35
2,50,d1,35
2,50,d2,35
2,50,d3,35
2,100,d0,35
2,100,d1,35
2,100,d2,35
2,100,d3,35
2,200,d0,35
2,200,d1,35
2,200,d2,35
2,200,d3,35
2,20,d0,36
2,20,d1,36
2,20,d2,36
2,20,d3,36
2,50,d0,36
2,50,d1,36
2,50,d2,36
2,50,d3,36
2,100,d0,36
2,100,d1,36
2,100,d2,36
2,100,d3,36
2,200,d0,36
2,200,d1,36
2,200,d2,36
2,200,d3,36
2,20,d0,37
2,20,d1,37
2,20,d2,37
2,20,d3,37
2,50,d0,37
2,50,d1,37
2,50,d2,37
2,50,d3,37
2,100,d0,37
2,100,d1,37
2,100,d2,37
2,100,d3,37
2,200,d0,37
2,200,d1,37
2,200,d2,37
2,200,d3,37
2,20,d0,38
2,20,d1,38
2,20,d2,38
2,20,d3,38
2,50,d0,38
2,50,d1,38
2,50,d2,38
2,50,d3,38
2,100,d0,38
2,100,d1,38
2,100,d2,38
2,100,d3,38
2,200,d0,38
2,200,d1,38
2,200,d2,38
2,200,d3,38
2,20,d0,39
2,20,d1,39
2,20,d2,39
2,20,d3,39
2,50,d0,39
2,50,d1,39
2,50,d2,39
2,50,d3,39
2,100,d0,39
2,100,d1,39
2,100,d2,39
2,100,d3,39
2,200,d0,39
2,200,d1,39
2,200,d2,39
2,200,d3,39
2,20,d0,40
2,20,d1,40
2,20,d2,40
2,20,d3,40
2,50,d0,40
2,50,d1,40
2,50,d2,40
2,50,d3,40
2,100,d0,40
2,100,d1,40
2,100,d2,40
2,100,d3,40
2,200,d0,40
2,200,d1,40
2,200,d2,40
2,200,d3,40
2,20,d0,41
2,20,d1,41
2,20,d2,41
2,20,d3,41
2,50,d0,41
2,50,d1,41
2,50,d2,41
2,50,d3,41
2,100,d0,41
2,100,d1,41
2,100,d2,41
2,100,d3,41
2,200,d0,41
2,200,d1,41
2,200,d2,41
2,200,d3,41
2,20,d0,42
2,20,d1,42
2,20,d2,42
2,20,d3,42
2,50,d0,42
2,50,d1,42
2,50,d2,42
2,50,d3,42
2,100,d0,42
2,100,d1,42
2,100,d2,42
2,100,d3,42
2,200,d0,42
2,200,d1,42
2,200,d2,42
2,200,d3,42
2,20,d0,43
2,20,d1,43
2,20,d2,43
2,20,d3,43
2,50,d0,43
2,50,d1,43
2,50,d2,43
2,50,d3,43
2,100,d0,43
2,100,d1,43
2,100,d2,43
2,100,d3,43
2,200,d0,43
2,200,d1,43
2,200,d2,43
2,200,d3,43
2,20,d0,44
2,20,d1,44
2,20,d2,44
2,20,d3,44
2,50,d0,44
2,50,d1,44
2,50,d2,44
2,50,d3,44
2,100,d0,44
2,100,d1,44
2,100,d2,44
2,100,d3,44
2,200,d0,44
2,200,d1,44
2,200,d2,44
2,200,d3,44
2,20,d0,45
2,20,d1,45
2,20,d2,45
2,20,d3,45
2,50,d0,45
2,50,d1,45
2,50,d2,45
2,50,d3,45
2,100,d0,45
2,100,d1,45
2,100,d2,45
2,100,d3,45
2,200,d0,45
2,200,d1,45
2,200,d2,45
2,200,d3,45
2,20,d0,46
2,20,d1,46
2,20,d2,46
2,20,d3,46
2,50,d0,46
2,50,d1,46
2,50,d2,46
2,50,d3,46
2,100,d0,46
2,100,d1,46
2,100,d2,46
2,100,d3,46
2,200,d0,46
2,200,d1,46
2,200,d2,46
2,200,d3,46
2,20,d0,47
2,20,d1,47
2,20,d2,47
2,20,d3,47
2,50,d0,47
2,50,d1,47
2,50,d2,47
2,50,d3,47
2,100,d0,47
2,100,d1,47
2,100,d2,47
2,100,d3,47
2,200,d0,47
2,200,d1,47
2,200,d2,47
2,200,d3,47
2,20,d0,48
2,20,d1,48
2,20,d2,48
2,20,d3,48
2,50,d0,48
2,50,d1,48
2,50,d2,48
2,50,d3,48
2,100,d0,48
2,100,d1,48
2,100,d2,48
2,100,d3,48
2,200,d0,48
2,200,d1,48
2,200,d2,48
2,200,d3,48
2,20,d0,49
2,20,d1,49
2,20,d2,49
2,20,d3,49
2,50,d0,49
2,50,d1,49
2,50,d2,49
2,50,d3,49
2,100,d0,49
2,100,d1,49
2,100,d2,49
2,100,d3,49
2,200,d0,49
2,200,d1,49
2,200,d2,49
2,200,d3,49
2,20,d0,50
2,20,d1,50
2,20,d2,50
2,20,d3,50
2,50,d0,50
2,50,d1,50
2,50,d2,50
2,50,d3,50
2,100,d0,50
2,100,d1,50
2,100,d2,50
2,100,d3,50
2,200,d0,50
2,200,d1,50
2,200,d2,50
2,200,d3,50
