delta_true,N,order,replicate,draw_id,delta_draw
1,500,d0,1,1,21.50606622509935
1,500,d0,1,6,1.338594566840119
1,500,d0,1,11,2.8888070440616618
1,500,d0,1,16,2.7713343608777836
1,500,d0,1,21,1.1541813178589468
1,500,d0,1,26,2.9358068226554197
1,500,d0,1,31,0.9904433671376158
1,500,d0,1,36,3.3953605463822436
1,500,d0,1,41,4.485965018486604
1,500,d0,1,46,9.597983488841683
1,500,d0,1,51,0.8021939990611756
1,500,d0,1,56,1.3462926691775254
1,500,d0,1,61,2.2495079340420268
1,500,d0,1,66,0.9668690971157943
1,500,d0,1,71,1.987904756683059
1,500,d0,1,76,2.393463679216089
1,500,d0,1,81,1.0848208051677937
1,500,d0,1,86,3.4363478695679257
1,500,d0,1,91,0.930851362154251
1,500,d0,1,96,1.2564999052533126
1,500,d0,1,101,2.237521296853372
1,500,d0,1,106,1.1727589071417084
1,500,d0,1,111,3.1992274504124043
1,500,d0,1,116,0.8211754456052655
1,500,d0,1,121,0.414965840075164
1,500,d0,1,126,1.598442326836586
1,500,d0,1,131,2.5643975495288496
1,500,d0,1,136,0.42107001483957696
1,500,d0,1,141,0.5577428206236508
1,500,d0,1,146,0.4812445713098799
1,500,d0,1,151,1.6229386722013166
1,500,d0,1,156,2.4294895584043426
1,500,d0,1,161,0.4860700348881302
1,500,d0,1,166,1.1491022822438048
1,500,d0,1,171,4.19569349052436
1,500,d0,1,176,1.1001799571007098
1,500,d0,1,181,0.6123969580372111
1,500,d0,1,186,0.818397424024373
1,500,d0,1,191,0.5361231513261534
1,500,d0,1,196,1.9580029763068272
1,500,d0,1,201,4.233238851071102
1,500,d0,1,206,0.468636721131859
1,500,d0,1,211,2.6384790786115513
1,500,d0,1,216,1.2770078288087712
1,500,d0,1,221,1.6387344060836353
1,500,d0,1,226,2.427980174925364
1,500,d0,1,231,1.771195844853695
1,500,d0,1,236,0.4400196586159694
1,500,d0,1,241,2.317645960946484
1,500,d0,1,246,1.4658577168169742
1,500,d0,1,251,6.323941108386485
1,500,d0,1,256,0.7109308109420308
1,500,d0,1,261,2.0463475232684307
1,500,d0,1,266,0.7207161506946257
1,500,d0,1,271,2.154676611957699
1,500,d0,1,276,1.8887136152489357
1,500,d0,1,281,1.340576600482901
1,500,d0,1,286,2.189741631844078
1,500,d0,1,291,4.138458417454591
1,500,d0,1,296,1.4440491822116739
1,500,d0,1,301,5.163577309000368
1,500,d0,1,306,1.081030669182537
1,500,d0,1,311,1.437802775682984
1,500,d0,1,316,1.6783233135504882
1,500,d0,1,321,0.9119373551264592
1,500,d0,1,326,1.4690515648400562
1,500,d0,1,331,0.613606350395414
1,500,d0,1,336,4.853996208539069
1,500,d0,1,341,5.634615133380901
1,500,d0,1,346,1.309212030579622
1,500,d0,1,351,16.56361879205614
1,500,d0,1,356,1.405634021521769
1,500,d0,1,361,2.9627961451186198
1,500,d0,1,366,5.479028063728048
1,500,d0,1,371,0.26134198749608073
1,500,d0,1,376,2.856984512512927
1,500,d0,1,381,7.8025740326216235
1,500,d0,1,386,3.4017955592251323
1,500,d0,1,391,3.498087999218706
1,500,d0,1,396,1.0511543995177977
1,500,d0,1,401,2.3362074859321837
1,500,d0,1,406,1.7912183049677723
1,500,d0,1,411,1.7304889527345644
1,500,d0,1,416,0.5011317693055474
1,500,d0,1,421,2.2000679619441987
1,500,d0,1,426,0.7373798732999822
1,500,d0,1,431,1.3485991429656854
1,500,d0,1,436,0.5289442796760924
1,500,d0,1,441,1.0898497327913075
1,500,d0,1,446,4.016481477411248
1,500,d0,1,451,0.47017731141301966
1,500,d0,1,456,0.7132090435540628
1,500,d0,1,461,0.8409023824415587
1,500,d0,1,466,3.680138336185515
1,500,d0,1,471,1.6839749054687942
1,500,d0,1,476,1.9847726018189233
1,500,d0,1,481,3.0967040560600836
1,500,d0,1,486,1.1662973215011754
1,500,d0,1,491,0.9733709524341373
1,500,d0,1,496,2.505707140873533
1,500,d0,1,501,4.655510323569965
1,500,d0,1,506,1.0160319032177612
1,500,d0,1,511,5.105943176771341
1,500,d0,1,516,3.696162381161575
1,500,d0,1,521,0.3261294792221947
1,500,d0,1,526,4.495404303366389
1,500,d0,1,531,5.85643643152861
1,500,d0,1,536,1.6472598785868897
1,500,d0,1,541,1.2532374499089376
1,500,d0,1,546,2.470240186014287
1,500,d0,1,551,1.4975908408722505
1,500,d0,1,556,2.1885141445665433
1,500,d0,1,561,0.47658601468985456
1,500,d0,1,566,4.774593527831056
1,500,d0,1,571,1.8249215510152785
1,500,d0,1,576,2.741951599767652
1,500,d0,1,581,1.23436764991896
1,500,d0,1,586,2.049497844200988
1,500,d0,1,591,0.4223070928498389
1,500,d0,1,596,2.5240754083190473
1,500,d0,1,601,1.1996293592675455
1,500,d0,1,606,0.775407401987608
1,500,d0,1,611,1.4017370617637135
1,500,d0,1,616,0.8764704167513099
1,500,d0,1,621,0.830470092589761
1,500,d0,1,626,1.4828915173773483
1,500,d0,1,631,3.5048969495499254
1,500,d0,1,636,3.4414657982627177
