delta_true,N,order,replicate,log_bf10_bridge,bf10_bridge,bridge_alt_logml,bridge_null_logml
3,200,d1,13,59.64677447079953,8021674141751864e10,151.54429992267265,91.89752545187312
3,200,d2,13,59.71086578082391,8552626732766106e10,151.6115463417571,91.9006805609332
3,200,d3,13,59.71044505024378,854902913802131e11,151.60642096391192,91.89597591366814
3,20,d0,14,1.6693276716228782,5.308597476375576,8.01323234281913,6.343904671196252
3,20,d1,14,1.8169897663125667,6.153307648795009,8.164655672156663,6.347665905844096
3,20,d2,14,1.8618078908082225,6.435360690314661,8.202752278824974,6.3409443880167515
3,20,d3,14,1.8725987977351615,6.505180098431428,8.213460742316466,6.340861944581304
3,50,d0,14,13.193680902373707,536961.0844201575,34.86655833271946,21.67287743034575
3,50,d1,14,13.364061830483884,636705.0710038249,35.045781693540576,21.681719863056692
3,50,d2,14,13.40499340385528,663307.1294133189,35.08334322488143,21.678349821026153
3,50,d3,14,13.416423496771873,670932.2866457603,35.086572633186854,21.67014913641498
3,100,d0,14,31.9859597122218,77862044171911.72,71.22429371742106,39.23833400519926
3,100,d1,14,32.209408123928505,97357231054837.39,71.45183757892974,39.242429455001236
3,100,d2,14,32.24246317078133,100629157821749.64,71.49070091094998,39.248237740168655
3,100,d3,14,32.26390111844799,102809730428915.98,71.499971232978,39.23607011453001
3,200,d0,14,59.43256286250238,6474915372728032e10,151.34383371816733,91.91127085566495
3,200,d1,14,59.650007869822076,804765339308981e11,151.54431437867808,91.894306508856
3,200,d2,14,59.71414058138687,8580680790255292e10,151.61305670696487,91.898916125578
3,200,d3,14,59.715582196417216,8593059749355978e10,151.6184594372728,91.90287724085559
3,20,d0,15,1.6550203978971538,5.2331866670928004,8.007646639703397,6.352626241806243
3,20,d1,15,1.8051236832041004,6.0807234853761365,8.150486128391485,6.3453624451873845
3,20,d2,15,1.8560224754481576,6.398236947412998,8.206795943193868,6.35077346774571
3,20,d3,15,1.8567427047784841,6.402846805203025,8.19893989376315,6.342197188984666
3,50,d0,15,13.197637791008106,539089.9887732517,34.86854474804067,21.670906957032564
3,50,d1,15,13.365451030436567,637590.1963240147,35.03284893322293,21.667397902786362
3,50,d2,15,13.424994535931088,676707.5883606254,35.08789671087334,21.66290217494225
3,50,d3,15,13.408074822725617,665354.208853555,35.08534286426632,21.677268041540707
3,100,d0,15,31.983315394979137,77656424207982,71.21895319274931,39.235637797770174
3,100,d1,15,32.20476494770155,96906232118112.06,71.43329782100504,39.22853287330349
3,100,d2,15,32.273731324008864,103825354932961.9,71.50193807195029,39.22820674794143
3,100,d3,15,32.27684837802967,104149489082402.86,71.50007186707548,39.22322348904581
3,200,d0,15,59.4536167375898,6612682610373828e10,151.33762364073593,91.88400690314613
3,200,d1,15,59.681788985822564,8307524421799753e10,151.57339102820828,91.89160204238571
3,200,d2,15,59.72808831604689,8701200382960189e10,151.61488854065556,91.88680022460866
3,200,d3,15,59.714407306125,8582969775342915e10,151.59965048417115,91.88524317804615
3,20,d0,16,1.672798052520986,5.3270523358273705,8.01307846747732,6.340280414956333
3,20,d1,16,1.8160258986928524,6.1473795322169575,8.14873795336391,6.332712054671057
3,20,d2,16,1.8717210948208836,6.499472987841309,8.211151519539944,6.339430424719061
3,20,d3,16,1.8837956124166606,6.578426693504866,8.209585422838677,6.325789810422016
3,50,d0,16,13.202896237312402,541932.2308718348,34.87698941864028,21.674093181327876
3,50,d1,16,13.353194257915,629823.0953569419,35.024383737953436,21.671189480038436
3,50,d2,16,13.423853821102988,675936.0980891479,35.0933463549581,21.669492533855113
3,50,d3,16,13.422534230708976,675044.7275584855,35.092551874835046,21.67001764412607
3,100,d0,16,31.974608948636885,76983247458459.94,71.2069250947227,39.23231614608582
3,100,d1,16,32.20374919934417,96807849746343.75,71.43667751031981,39.23292831097564
3,100,d2,16,32.26872715508592,103307093134697.98,71.50125837175825,39.232531216672335
3,100,d3,16,32.27261107694813,103709110007943.31,71.49859836664766,39.225987289699525
3,200,d0,16,59.4308836533401,6464051759201585e10,151.3311091350947,91.90022548175459
3,200,d1,16,59.63096697805281,7895868541146905e10,151.54360857879706,91.91264160074425
3,200,d2,16,59.71031815337905,854794436185603e11,151.61346980002526,91.90315164664621
3,200,d3,16,59.706672990874864,85168424358058e12,151.61275038881016,91.90607739793529
3,20,d0,17,1.6476839650048358,5.194934234072971,7.995384760430065,6.347700795425229
3,20,d1,17,1.7787642060417301,5.922532863989944,8.135566804935326,6.356802598893596
3,20,d2,17,1.8683729078601274,6.477747927209465,8.215217579610133,6.346844671750006
3,20,d3,17,1.8583973425242029,6.413449966983688,8.20549476860366,6.347097426079458
3,50,d0,17,13.184068499067248,531824.3257670201,34.86855115419159,21.684482655124345
3,50,d1,17,13.373572072462728,642789.175093106,35.050234273388355,21.676662200925627
3,50,d2,17,13.390035493029465,653459.2757913838,35.068560485595725,21.67852499256626
3,50,d3,17,13.401743582960666,661154.9989579807,35.08190013382612,21.68015655086545
3,100,d0,17,31.99358533701524,78458060516724.5,71.22050172021045,39.22691638319521
3,100,d1,17,32.206862356291985,97109697382130.73,71.43254943999118,39.22568708369919
3,100,d2,17,32.27413365517594,103867135513435.17,71.49313397744338,39.21900032226744
3,100,d3,17,32.27705586304014,104171100782209.97,71.50263870063068,39.225582837590544
3,200,d0,17,59.439983306895,6523140828066821e10,151.34425467864617,91.90427137175116
3,200,d1,17,59.61656972434767,778300413681563e11,151.53003005148784,91.91346032714017
3,200,d2,17,59.67842641389147,8279636686896411e10,151.59796908370194,91.91954266981047
3,200,d3,17,59.70198747553788,8477029983714597e10,151.60935580172318,91.9073683261853
3,20,d0,18,1.6594982306027628,5.256672545178868,8.013323650858766,6.353825420256003
3,20,d1,18,1.819155016645185,6.16664553494847,8.17263520077343,6.3534801841282444
3,20,d2,18,1.8704013457901958,6.490900972364366,8.211743503093777,6.341342157303581
3,20,d3,18,1.8735761398852713,6.511540993014548,8.220179997057478,6.346603857172207
3,50,d0,18,13.203614737138796,542321.7490032315,34.87483141699174,21.671216679852943
3,50,d1,18,13.3601664762679,634229.7035676976,35.02702010462525,21.66685362835735
3,50,d2,18,13.42700843253623,678071.7806855728,35.09935679467555,21.67234836213932
3,50,d3,18,13.420407182966493,673610.4011757846,35.09074284903639,21.670335666069896
3,100,d0,18,31.994103277239297,78498707627645.83,71.22486468623752,39.23076140899823
3,100,d1,18,32.206180772265895,97043531514977.19,71.44149623869338,39.23531546642748
3,100,d2,18,32.283634658343715,104858680373597.56,71.50290934901626,39.21927469067255
3,100,d3,18,32.274791721584364,103935509481094.3,71.49311389581948,39.21832217423511
3,200,d0,18,59.42298555004426,6413199094844686e10,151.3156222791072,91.89263672906294
3,200,d1,18,59.647901783155035,8030722173144291e10,151.54176110749003,91.893859324335
3,200,d2,18,59.722254660908675,8650588350742036e10,151.61499182405464,91.89273716314597
3,200,d3,18,59.73412501821426,8753885801264365e10,151.61753245279954,91.88340743458528
3,20,d0,19,1.6528712030232358,5.221951606625408,8.011123509345428,6.358252306322192
3,20,d1,19,1.7950154345735498,6.0195676305495764,8.146081303940925,6.351065869367375
3,20,d2,19,1.8463866044737989,6.336880448124868,8.20309586685356,6.356709262379762
3,20,d3,19,1.8453272405075154,6.330170939852605,8.19738348301245,6.3520562425049345
3,50,d0,19,13.19171307126513,535905.4746656391,34.86894649003822,21.67723341877309
3,50,d1,19,13.355447798166512,631244.0275162251,35.03982827791569,21.684380479749176
3,50,d2,19,13.392477050904304,655056.6837204935,35.07685282706625,21.684375776161943
3,50,d3,19,13.41822165057965,672139.8114240281,35.09699723088298,21.678775580303327
3,100,d0,19,32.00489672370434,79350568211782.23,71.23118300751295,39.22628628380861
3,100,d1,19,32.211913567436184,97601459920365.1,71.43956960091369,39.2276560334775
3,100,d2,19,32.26614983983391,103041181004809.58,71.48781521162607,39.22166537179216
3,100,d3,19,32.277979075225296,104267317219052.81,71.49794667677388,39.21996760154858
3,200,d0,19,59.455269827229344,6623623007723996e10,151.34587164423223,91.89060181700289
3,200,d1,19,59.63388925863961,7918976231633856e10,151.5399518212552,91.90606256261557
3,200,d2,19,59.69857270212283,8448132214834755e10,151.60591015201254,91.90733744988971
3,200,d3,19,59.70906714744828,853725751880924e11,151.61217865515277,91.9031115077045
3,20,d0,20,1.665784893796225,5.289823570470792,8.011621678606229,6.345836784810004
3,20,d1,20,1.7946363354673398,6.017286050340898,8.14457461844516,6.349938282977821
3,20,d2,20,1.8538558795302995,6.3843895596249665,8.199658505868683,6.345802626338384
3,20,d3,20,1.8515194686016914,6.369490414126193,8.200301962365536,6.348782493763845
3,50,d0,20,13.18717353852843,533478.2276714733,34.86727344224548,21.680099903717046
3,50,d1,20,13.35587531331311,631513.9515933922,35.03806892568067,21.68219361236756
3,50,d2,20,13.40607306190427,664023.6610295033,35.07657000762485,21.670496945720583
3,50,d3,20,13.388337073941315,652350.37004396,35.08011088252252,21.691773808581203
3,100,d0,20,31.984288321837973,77732014995045.83,71.22142851677383,39.237140194935854
3,100,d1,20,32.189404602410676,95429092660927.92,71.42598866014632,39.23658405773564
3,100,d2,20,32.26256503696429,102672459974422.25,71.49983873004864,39.23727369308435
3,100,d3,20,32.266341196014,103060900458258,71.4950951480793,39.228753952065304
