delta_true,N,order,method,epsilon,median_log_bf10,mean_log_bf10,sd_log_bf10,q05_log_bf10,q25_log_bf10,q75_log_bf10,q95_log_bf10,n_valid
1,20,d0,ecdf,0.3,-0.902347559896266,-0.895216542001902,0.053519914615790004,-0.9716790149139627,-0.9315244016116668,-0.8680491912955373,-0.8097798139312484,50
1,20,d0,ecdf,0.31,-0.8988855158262354,-0.8924375765250807,0.05277315475328277,-0.9683055576132562,-0.9311087207161928,-0.86558996192958,-0.8026891452937497,50
1,20,d0,ecdf,0.32,-0.8948593742271183,-0.8902446843106834,0.051521467903664526,-0.9616398562720562,-0.9288589069447379,-0.8600798350224548,-0.8009478303717147,50
1,20,d0,ecdf,0.33,-0.90012540818385,-0.8897119311900574,0.04957474859595971,-0.9614689983134665,-0.9278482926281966,-0.8525339256083485,-0.8013398040716206,50
1,20,d0,ecdf,0.34,-0.8970640544050608,-0.8872532178403394,0.04831212799410071,-0.9524408708942074,-0.9240724685796888,-0.8530469098560824,-0.7980941783000819,50
1,20,d0,ecdf,0.35000000000000003,-0.8934770916754777,-0.8867106943919743,0.04727316136322225,-0.9483170760571682,-0.9236224955414047,-0.8505792997238892,-0.7975564355305302,50
1,20,d0,ecdf,0.36000000000000004,-0.8893905569843847,-0.8845108560305963,0.04629875189547345,-0.9422485683448252,-0.920189310405542,-0.8522305567572901,-0.8006116566353331,50
1,20,d0,ecdf,0.37,-0.8909484151369128,-0.8828485799842459,0.04403746582190657,-0.9449019341175414,-0.9162826807606372,-0.8499420920198565,-0.8124408497281398,50
1,20,d0,ecdf,0.38,-0.8891425267595874,-0.8806100841200728,0.043339167807789625,-0.9406269363679871,-0.9125794788294388,-0.8484707683831724,-0.8137769190595998,50
1,20,d0,ecdf,0.39,-0.8867982712458166,-0.8782606789747626,0.0427337581732107,-0.9379099589786217,-0.9122102342773097,-0.8460808305421437,-0.8132435963563351,50
1,20,d0,ecdf,0.4,-0.8852059041351038,-0.8759272277709462,0.04109540101751385,-0.9301887449931436,-0.9091146138683619,-0.8487236354836846,-0.8103727681088098,50
1,20,d0,ecdf,0.41,-0.8830916079150662,-0.8745936307243287,0.03855270390051635,-0.923563931648238,-0.9076793324506617,-0.8451976472205951,-0.8181497220887521,50
1,20,d0,ecdf,0.42,-0.8792798656187026,-0.8719216016738853,0.03819974214800047,-0.9228938674038728,-0.9027969493144394,-0.8433965355746941,-0.807466179734827,50
1,20,d0,ecdf,0.43,-0.8774165204792318,-0.8703973441778544,0.036675934383297,-0.9192166327231792,-0.8978427583101691,-0.8447531900503201,-0.8084460267724973,50
1,20,d0,ecdf,0.44,-0.8715977540909542,-0.8670687141967464,0.03584167823962379,-0.9147683083979193,-0.8925364695375914,-0.8427787410777372,-0.8033571527731769,50
1,20,d0,ecdf,0.45,-0.8694331426478825,-0.8642218704308686,0.03469731565541352,-0.9106187074320952,-0.8921826954574337,-0.8382707826673095,-0.8057362153589014,50
1,20,d0,ecdf,0.46,-0.8673715181844437,-0.861376096430161,0.03539841181414648,-0.9088930032465308,-0.888593248364827,-0.8353862279591091,-0.8014536393699266,50
1,20,d0,ecdf,0.47,-0.8664992434206613,-0.8591779144326828,0.035002871220233496,-0.9025757350693928,-0.8875641915700728,-0.8354552176468383,-0.7999660975737537,50
1,20,d0,ecdf,0.48,-0.8651419552157016,-0.8564785651807562,0.035158498691790586,-0.90100094964159,-0.8839683818775578,-0.8313886435646716,-0.7953522682983605,50
1,20,d0,ecdf,0.49,-0.8596399976797788,-0.8536074417687134,0.035658978540696676,-0.9011948835428503,-0.8810358036379446,-0.8244848609817199,-0.7949248870053323,50
1,20,d0,ecdf,0.5,-0.8574583843917375,-0.8509344060221434,0.0351154581492545,-0.8974685922693899,-0.8777185251223356,-0.8237360208275495,-0.7936859353420257,50
1,20,d0,ecdf,0.51,-0.8553681172295653,-0.8482057886454419,0.03467244042262686,-0.8907768597736033,-0.8752825389335426,-0.8225038869534173,-0.7869289677988298,50
1,20,d0,ecdf,0.52,-0.8488563379787446,-0.8456090186178736,0.03418116750518236,-0.887655667148058,-0.875888398685065,-0.8218484533477383,-0.7858763785631528,50
1,20,d0,ecdf,0.53,-0.8450379478856451,-0.8435797846675075,0.03290805747794193,-0.8876906900862314,-0.8697436571014481,-0.8191995428207862,-0.7847640337322006,50
1,20,d0,ecdf,0.54,-0.8452574384255656,-0.8413023877617243,0.032912601229617394,-0.882799033051423,-0.8676124305419249,-0.8171570718315828,-0.7849941975226006,50
1,20,d0,ecdf,0.55,-0.8406996683316583,-0.8377716971177592,0.032284987562381934,-0.8788130766756067,-0.8650991641248474,-0.8142129053161387,-0.7834058115807954,50
1,20,d0,ecdf,0.56,-0.8396031002223052,-0.8360365737981011,0.03159389484878057,-0.8775534948372904,-0.8608386582169602,-0.8121062076377074,-0.7837815176021271,50
1,20,d0,ecdf,0.5700000000000001,-0.8362317146239233,-0.8331352334218658,0.031163254693461224,-0.8751423219692025,-0.8571774996949928,-0.813180848762169,-0.7791472475790511,50
1,20,d0,ecdf,0.5800000000000001,-0.8339026459466211,-0.8297399742171214,0.03105949487265676,-0.8752887178674956,-0.8525180897980409,-0.810955676483331,-0.7743253566995796,50
1,20,d0,ecdf,0.59,-0.8321082036919447,-0.8274832018709831,0.031381875815809604,-0.8751403668377493,-0.8493386164121258,-0.8081207817650248,-0.7753099832998573,50
1,20,d0,ecdf,0.6,-0.8281573534491271,-0.8247947415436894,0.030979801069758214,-0.8724547661521997,-0.8458332768808281,-0.8053855645715045,-0.7745854772136742,50
1,20,d0,ecdf,0.61,-0.823891418694391,-0.8213403240583791,0.030432317547997044,-0.8677973309519992,-0.8387587509691031,-0.8027457522374742,-0.7726914577943529,50
1,20,d0,ecdf,0.62,-0.8180175971172148,-0.8174174623374934,0.03007299040144844,-0.8662050859358272,-0.8374514524866479,-0.7966376093942159,-0.7711445728971135,50
1,20,d0,ecdf,0.63,-0.8166149201270567,-0.8147148561509355,0.030469860966378912,-0.8638863422645349,-0.8355655379382867,-0.7893739444928607,-0.7658648068859821,50
1,20,d0,ecdf,0.64,-0.811020195760759,-0.8119959847952388,0.02986420467830374,-0.8623765093491631,-0.8331240577816189,-0.7899351772453229,-0.762523425750996,50
1,20,d0,ecdf,0.65,-0.8110432365797617,-0.8083872086206211,0.029997546993770826,-0.8576504441231391,-0.828088713869888,-0.7881397830923257,-0.7566334568099944,50
1,20,d0,ecdf,0.66,-0.8061123789519593,-0.8055832311467945,0.029036104802443476,-0.8539730642016611,-0.8236007611720229,-0.787255841021242,-0.7549719998168103,50
1,20,d0,ecdf,0.67,-0.8033690002822333,-0.8028694023146212,0.029194984362563653,-0.851142302318119,-0.822663296182591,-0.7841111637440187,-0.7553072097873099,50
1,20,d0,ecdf,0.68,-0.7999005022918388,-0.8000764572528831,0.028868311304179294,-0.8467757607975289,-0.8191857979970909,-0.7792009391097728,-0.7545887928979034,50
1,20,d0,ecdf,0.6900000000000001,-0.7945247374300624,-0.7968357669948893,0.028113405428355415,-0.8446306308013596,-0.8183636180992429,-0.7774905217859007,-0.7538197461435232,50
1,20,d0,ecdf,0.7000000000000001,-0.791674091930537,-0.7929356110320194,0.028247244564131246,-0.844184859710463,-0.8109699064858356,-0.7762475793459118,-0.7496904335556838,50
1,20,d0,ecdf,0.7100000000000001,-0.7869403222346606,-0.790363888451268,0.02795617900161382,-0.838876993774226,-0.8095357517843081,-0.77285269013400415,-0.7462906093352585,50
1,20,d0,ecdf,0.72,-0.7850567764396802,-0.787463098050398,0.02834746584332129,-0.8343259180149748,-0.8089135400790669,-0.7701489966288225,-0.743715739560667,50
1,20,d0,ecdf,0.73,-0.7820795527154096,-0.7843141437030186,0.027361252383623913,-0.8296022159833865,-0.8056905645431559,-0.7657620185880916,-0.7430210201995953,50
1,20,d0,ecdf,0.74,-0.7784232634920063,-0.7815005319432473,0.027363826801683477,-0.8295002997078915,-0.8016252329943072,-0.7634256413992342,-0.7382768531099775,50
1,20,d0,ecdf,0.75,-0.778636738496829,-0.778815480603927,0.02665621978276209,-0.826870559941258,-0.7980329605674281,-0.7607757987991338,-0.7377748942762401,50
1,20,d0,ecdf,0.76,-0.7743881395205576,-0.7764085278517199,0.02678457178965881,-0.8221819768652908,-0.7958140897004866,-0.7570619057146476,-0.7327171515268891,50
1,20,d0,ecdf,0.77,-0.7706137423222371,-0.7731788228137315,0.02660853974986569,-0.8168982144393765,-0.7920328823124085,-0.7541954630752837,-0.7304380312160921,50
1,20,d0,ecdf,0.78,-0.7687662861642526,-0.7702797491709632,0.025966136361844683,-0.8129592018670198,-0.7887053860691604,-0.7530818761106608,-0.7282247731098499,50
1,20,d0,ecdf,0.79,-0.7651619878358973,-0.7673680146469551,0.02543057210089347,-0.8141417980508217,-0.7859959509625213,-0.7501681725196371,-0.7266437456515589,50
1,20,d0,ecdf,0.8,-0.7620065888482027,-0.764228491628667,0.025022316579147712,-0.8104541112462509,-0.78177390296519,-0.7467833880119141,-0.7252975503303655,50
1,20,d0,ecdf,0.81,-0.7600001582091056,-0.7617795591015768,0.025237325299285608,-0.8079374231441154,-0.7793975150772806,-0.7460137206940224,-0.7221108069737096,50
1,20,d0,ecdf,0.8200000000000001,-0.7562867452459859,-0.7589308855582114,0.025482256995309416,-0.8041805360978618,-0.7765670431838515,-0.7424149864028021,-0.719077838829517,50
1,20,d0,ecdf,0.8300000000000001,-0.7533613910625956,-0.7555693460266694,0.025125833602426213,-0.8012441138708697,-0.7714049062565307,-0.7403213700502796,-0.7161943281463301,50
1,20,d0,ecdf,0.8400000000000001,-0.7494673455183224,-0.752694229759071,0.024601877416180213,-0.7977601416932232,-0.7680558224932219,-0.7365276541682308,-0.7129863832841494,50
1,20,d0,ecdf,0.85,-0.7487598495000907,-0.7504212803561177,0.024846552186345492,-0.7952707786816648,-0.7659697926415153,-0.7328203722749429,-0.7134230152363182,50
1,20,d0,ecdf,0.86,-0.748420613695885,-0.7478264786516043,0.024563515948037434,-0.792066106833151,-0.7615950235659319,-0.7298901200943757,-0.7116790008986464,50
1,20,d0,ecdf,0.87,-0.7454065648645207,-0.745198593353978,0.025004450718719564,-0.7886450950300422,-0.7579790396490792,-0.725308867674207,-0.7089710142060757,50
1,20,d0,ecdf,0.88,-0.7428051428650091,-0.7417566035490442,0.024713012612078013,-0.7854295492450869,-0.7539477100083936,-0.7232167370174449,-0.704245916039461,50
1,20,d0,ecdf,0.89,-0.7392683663549573,-0.7383579075404109,0.0247270874462853,-0.7834322687934624,-0.7519700869232062,-0.719993297253377,-0.700306078980535,50
1,20,d0,ecdf,0.9,-0.7367969398403342,-0.7351307006440925,0.02459034242056692,-0.779500723646474,-0.746790966772884,-0.7180191385053427,-0.6978198389836544,50
1,20,d0,ecdf,0.91,-0.7334060935537279,-0.7319394095135054,0.024872688024311033,-0.7766558353779536,-0.7457531087500611,-0.7147645976002596,-0.6919926879012905,50
1,20,d0,ecdf,0.92,-0.7310632421484973,-0.7287918965074863,0.02465199878085594,-0.7719148478269685,-0.7436299211674782,-0.7114164550463371,-0.6886051119189778,50
1,20,d0,ecdf,0.93,-0.7268447204970636,-0.7255507628803495,0.024223992221587404,-0.7707884298251733,-0.7383795125215658,-0.7071548923370896,-0.686633057857085,50
1,20,d0,ecdf,0.94,-0.7217461516997992,-0.722509084622072,0.024269829513752672,-0.7690249839143382,-0.7360720489105835,-0.7054238020337098,-0.6875030992094797,50
1,20,d0,ecdf,0.95,-0.7189717143697195,-0.7191713267962144,0.024051649513695962,-0.7639043844542173,-0.7327216027375851,-0.7009881310671274,-0.6842907984256683,50
1,20,d0,ecdf,0.96,-0.7165733057218577,-0.7157262843771925,0.02383293890214244,-0.759904454868847,-0.7286608854755641,-0.6976017940548449,-0.6804916468527622,50
1,20,d0,ecdf,0.97,-0.7123484683139725,-0.712837930743409,0.02321671739800208,-0.7546854906333416,-0.7287017317328782,-0.6960423590338201,-0.678652149333455,50
1,20,d0,ecdf,0.98,-0.7094509594638936,-0.7097767922354624,0.023056130253432065,-0.7518317520700051,-0.7264603093534564,-0.6908771502921198,-0.6771192859266421,50
1,20,d0,ecdf,0.99,-0.7047551499304006,-0.7067693190719359,0.022800920261950526,-0.7482106944526048,-0.7236621140390642,-0.6887999042729975,-0.6744431056250221,50
1,20,d0,ecdf,1,-0.6992127436352319,-0.70357064745596,0.022876998452688084,-0.7436522605922188,-0.721979352380915,-0.6858326897033927,-0.6724596725090586,50
1,20,d0,logspline,0.01,-1.021084363620507,-1.0241360747492028,0.16614647030086843,-1.3012188591198801,-1.0740374803658572,-0.939178917188979,-0.7579284263229475,50
1,20,d0,logspline,0.02,-1.0172139274674272,-1.011912873203106,0.13740574751956708,-1.2454047738544665,-1.0698515389022527,-0.9364062211645552,-0.7601012039468626,50
1,20,d0,logspline,0.03,-1.0133535292709446,-1.0014043817117606,0.1176316953171251,-1.1728926786554816,-1.0656764897309892,-0.9336413739189131,-0.7629709287035848,50
1,20,d0,logspline,0.04,-1.0095031687080898,-0.992649896080837,0.10546752650932069,-1.14041789495896,-1.0615123325011004,-0.930884095585996,-0.7658485054619881,50
1,20,d0,logspline,0.05,-1.0056628453267331,-0.985477954335885,0.09845115264551654,-1.1151590951745851,-1.052467944646072,-0.9281332640622025,-0.7687339338356509,50
1,20,d0,logspline,0.06,-1.0000338387058103,-0.9796844782387423,0.09431215994196035,-1.1078007880013256,-1.0392678227253291,-0.9253873311706999,-0.7716272133277966,50
1,20,d0,logspline,0.06999999999999999,-0.9950112036189402,-0.9750645028605689,0.09149296184617488,-1.0955332661245487,-1.0351584314084867,-0.9226446257711736,-0.774528343331294,50
1,20,d0,logspline,0.08,-0.9903047602805122,-0.9713731648291094,0.08920260067052764,-1.0861431281032132,-1.029112421844764,-0.9199034366069954,-0.7774373231286958,50
1,20,d0,logspline,0.09,-0.986348611108012,-0.9682930835150626,0.08719594450431244,-1.0778815603727918,-1.0247884141256491,-0.9171621928535071,-0.7803541518922792,50
1,20,d0,logspline,0.1,-0.9843135322084392,-0.9654689957508399,0.08541730119345631,-1.0716576748878666,-1.0204759247476016,-0.9144198402444614,-0.7832788286840907,50
1,20,d0,logspline,0.11,-0.9804093909599823,-0.9626811260224167,0.08378689643149424,-1.0672439732264443,-1.01617495228844,-0.9116757476583268,-0.7862113444365391,50
1,20,d0,logspline,0.12,-0.977074049049509,-0.9598797610715021,0.08223301887766342,-1.062842135111505,-1.011885495176533,-0.9089295330705647,-0.7891507810292875,50
1,20,d0,logspline,0.13,-0.9738614156692407,-0.9570704561729465,0.08071840095031244,-1.0584521587573839,-1.0107295573478536,-0.9058731326501535,-0.7920926273369094,50
1,20,d0,logspline,0.14,-0.9706575634568138,-0.9542573878995861,0.07922421201673839,-1.0540740422235175,-1.0066959776035405,-0.9026963606501581,-0.7950289222848335,50
1,20,d0,logspline,0.15000000000000002,-0.9674624908234928,-0.9514422916852919,0.07774157853829404,-1.0497077834145445,-1.0038575126581426,-0.8995281943615976,-0.7979487199313782,50
1,20,d0,logspline,0.16,-0.9640814836066569,-0.9486259364343266,0.07626718262252034,-1.0453533800804005,-1.0030160226790987,-0.8963686142783863,-0.8008384936067519,50
1,20,d0,logspline,0.17,-0.9603615241703901,-0.9458085295031616,0.07480073577516161,-1.041010829816432,-1.000175117808884,-0.8932175869981649,-0.8036840440828603,50
1,20,d0,logspline,0.18000000000000002,-0.9566515843025218,-0.9429899255296442,0.07334359309829451,-1.0366801300635147,-0.9947801282735941,-0.8900750691618559,-0.8064708466580979,50
1,20,d0,logspline,0.19,-0.9529516617477566,-0.9401697475851238,0.07189795851325635,-1.032361278108174,-0.9895683671280397,-0.8885540818668618,-0.8091841266458176,50
1,20,d0,logspline,0.2,-0.9492617541226169,-0.9373474584694733,0.07046642202728122,-1.0280542710827203,-0.9845142985302381,-0.8880813340799865,-0.8118089228696146,50
1,20,d0,logspline,0.21,-0.9455818589155554,-0.9345224135261309,0.06905167795864801,-1.0238045164848892,-0.9800854496685732,-0.8875339619324802,-0.8136462037919854,50
1,20,d0,logspline,0.22,-0.941911973487075,-0.9316938979248032,0.06765635445197037,-1.0203018991183082,-0.9759109065983856,-0.8869120384989202,-0.8140211539406459,50
1,20,d0,logspline,0.23,-0.9382520950698602,-0.9288611524975479,0.06628291160035944,-1.0166869968324224,-0.9717786591726058,-0.8862158246077465,-0.814342508209503,50
1,20,d0,logspline,0.24,-0.9346022207689058,-0.9260233918029285,0.06493358193372419,-1.0129774571608712,-0.9680333743822649,-0.885445732399023,-0.8146092275931736,50
1,20,d0,logspline,0.25,-0.9309623475616566,-0.9231798201124092,0.06361033571701007,-1.0091879862180377,-0.9644445909433024,-0.8846022973750677,-0.8148205833650295,50
1,20,d0,logspline,0.26,-0.927332472298156,-0.9203296496957831,0.06231485921920571,-1.0053309322084436,-0.9608657359389015,-0.8828779084333626,-0.8149761001986602,50
1,20,d0,logspline,0.27,-0.9237125917011928,-0.9174721117058351,0.06104855225062686,-1.0014167353616739,-0.9572968060785969,-0.881659896389198,-0.8150755116933384,50
1,20,d0,logspline,0.28,-0.9201027023664624,-0.9146065366745767,0.05981245569619461,-0.9974542786623766,-0.9541961681558322,-0.8816619051967207,-0.8151187252140885,50
1,20,d0,logspline,0.29000000000000004,-0.9173703409486071,-0.9117325210076531,0.05860711838258737,-0.9934511639941924,-0.9511277364981575,-0.8816055991455303,-0.815105793807213,50
1,20,d0,logspline,0.3,-0.9147459637618887,-0.9088499256287398,0.0574326907531967,-0.9894139315719283,-0.9480679958435276,-0.8814899888848993,-0.8150368935479397,50
1,20,d0,logspline,0.31,-0.9121296211032861,-0.9059588352150345,0.05628903616606042,-0.9853482358019502,-0.9450169427683504,-0.8813141105112938,-0.8149123051000781,50
1,20,d0,logspline,0.32,-0.9086373901156282,-0.9030595219584547,0.05517582182816789,-0.9812589873422586,-0.9419745737347405,-0.880428337056617,-0.8146103472171146,50
1,20,d0,logspline,0.33,-0.9047655695657775,-0.9001524117039262,0.05409259296136382,-0.9771504687065864,-0.9389408850906888,-0.877453699667524,-0.8141999907591024,50
1,20,d0,logspline,0.34,-0.9009046771327709,-0.8972380213960705,0.053038857708323756,-0.9730264289877523,-0.9359158730702483,-0.8740244544019821,-0.8137457460775972,50
1,20,d0,logspline,0.35000000000000003,-0.8970547080653674,-0.8943168449283855,0.05201419581680926,-0.9688901619717665,-0.932899533793715,-0.8706048392233625,-0.8132476008460634,50
1,20,d0,logspline,0.36000000000000004,-0.8932156575514654,-0.8913893236632572,0.05101827279583572,-0.9647445709438043,-0.9298918632678224,-0.8671948498511641,-0.8127054360458127,50
1,20,d0,logspline,0.37,-0.890525922359296,-0.8884558764406618,0.05005082117823575,-0.9605922227579389,-0.9268928573859355,-0.8637944818832984,-0.8121190417022347,50
1,20,d0,logspline,0.38,-0.8880185752685763,-0.8855169963221773,0.04911162269984888,-0.9564353931896779,-0.9236357975227365,-0.8604037307963031,-0.8111223098421823,50
1,20,d0,logspline,0.39,-0.8856644323990279,-0.8825730959666988,0.048200529402198544,-0.9522761051677238,-0.919912783178571,-0.8570225919455545,-0.8091084023895727,50
1,20,d0,logspline,0.4,-0.8834797873878735,-0.8796242203026061,0.047317614551843294,-0.9481161611557425,-0.9162003667094657,-0.8536510605654952,-0.8070963171831694,50
1,20,d0,logspline,0.41,-0.8812615862282356,-0.8766701879536652,0.046463016043243766,-0.9439571707021566,-0.9124985427421695,-0.8502891317698587,-0.8050849479281523,50
1,20,d0,logspline,0.42,-0.8788739533054469,-0.8737108352826786,0.04563675442655619,-0.9398005739784208,-0.9088073057709278,-0.8469368005519051,-0.803073206689003,50
1,20,d0,logspline,0.43,-0.8764581593134528,-0.8707460488127022,0.04483873864047905,-0.9356476619707907,-0.9051266501577394,-0.84359406178466,-0.8010601145111255,50
1,20,d0,logspline,0.44,-0.8740135627787002,-0.8677757620143602,0.04406878409053174,-0.9314995938675018,-0.9014741937661517,-0.8402609102211598,-0.7989031954857033,50
1,20,d0,logspline,0.45,-0.870238247407271,-0.8647999389299356,0.04332662057531501,-0.9273574120852566,-0.898056721908242,-0.8374728340066622,-0.7967118441554951,50
1,20,d0,logspline,0.46,-0.8664522909503933,-0.8618185430286047,0.042611876255971175,-0.923222055300404,-0.8947770824854538,-0.8352708304183907,-0.7945190502252293,50
1,20,d0,logspline,0.47,-0.8627475757572196,-0.8588315310970793,0.041924070511605994,-0.9190943697869453,-0.8915991557937619,-0.8331272354965109,-0.7923243122889547,50
1,20,d0,logspline,0.48,-0.8598456646143221,-0.8558388536987301,0.041262613234568125,-0.9149751193123372,-0.8884261803184736,-0.8309087213216123,-0.7898027203760292,50
1,20,d0,logspline,0.49,-0.8569456283811003,-0.8528404530300004,0.040626804865915,-0.9108649938004306,-0.8852554234005334,-0.8282548951996782,-0.786887247893556,50
1,20,d0,logspline,0.5,-0.8540695368996811,-0.8498362405557989,0.040015847043689844,-0.906764616936856,-0.8819144284666658,-0.8251618605627999,-0.7839797466855325,50
1,20,d0,logspline,0.51,-0.8512370450243898,-0.8468260811783185,0.03942884810491305,-0.9026745528642552,-0.8782902666697694,-0.822061367469642,-0.7810801771621665,50
1,20,d0,logspline,0.52,-0.8486322011671653,-0.8438098093946469,0.03886482878406018,-0.8985953120917424,-0.8747174071944315,-0.8189545437370787,-0.7781884996845203,50
1,20,d0,logspline,0.53,-0.8460278134560668,-0.8407872901880044,0.038322768069692606,-0.8945273567239149,-0.8717179777926312,-0.8157997856027498,-0.7753046745934271,50
1,20,d0,logspline,0.54,-0.842851501515095,-0.8377584628468221,0.03780162492761721,-0.8911318239992109,-0.8689064371595521,-0.8124896440841813,-0.7724286622352994,50
1,20,d0,logspline,0.55,-0.8391035557442352,-0.834723328508766,0.03730035016026185,-0.8877818934446023,-0.8662430233487314,-0.8091496435782177,-0.7695604229852284,50
1,20,d0,logspline,0.56,-0.8353686774233813,-0.831681930040221,0.03681789429615733,-0.8844418416395861,-0.863163916671323,-0.805784476930941,-0.7672491595403707,50
1,20,d0,logspline,0.5700000000000001,-0.8316469123442766,-0.8286343494222659,0.03635321219501476,-0.8811113550069614,-0.8597533899452289,-0.8024312942881462,-0.7657536168986292,50
1,20,d0,logspline,0.5800000000000001,-0.8281026072615605,-0.8255807026162094,0.03590527359349131,-0.8777899938298456,-0.856200673079859,-0.8001544796170587,-0.7642268441555512,50
1,20,d0,logspline,0.59,-0.8248790617563415,-0.8225211385774593,0.035473070859706975,-0.8744772045623612,-0.8525178361218225,-0.7980342793383984,-0.7626360680831985,50
