delta_true,N,order,method,epsilon,median_log_bf10,mean_log_bf10,sd_log_bf10,q05_log_bf10,q25_log_bf10,q75_log_bf10,q95_log_bf10,n_valid
3,20,d0,ecdf,0.5700000000000001,1.0718013231988923,1.0893624918992126,0.11630810286162725,0.9075577188436765,1.0213688942692887,1.1653883696834066,1.28483318406512,50
3,20,d0,ecdf,0.5800000000000001,1.0733510046540655,1.0732912339831244,0.11276917691184511,0.90201142589955,1.0134528630729969,1.1453613889661491,1.263881669067192,50
3,20,d0,ecdf,0.59,1.0627613959293392,1.059145504630112,0.11148091153818053,0.8931414731360705,0.9917669543624007,1.1135798709907052,1.2512494172017081,50
3,20,d0,ecdf,0.6,1.0467873256280544,1.0415215517104308,0.10716237772770837,0.8743761423459324,0.973953224074174,1.097465882048057,1.2198144962537285,50
3,20,d0,ecdf,0.61,1.0231091528541252,1.0230057251008349,0.10346033323532004,0.8581741188024123,0.9687479436352376,1.0850472954116674,1.1975782560440533,50
3,20,d0,ecdf,0.62,1.006095585006488,1.0058468478949787,0.10241444457928144,0.845267052831181,0.9534518515210664,1.0746340589938448,1.1708628412354327,50
3,20,d0,ecdf,0.63,0.992494112621005,0.9904378860526958,0.10358780355677064,0.8345327123617654,0.9351158626588907,1.0478009667404486,1.164827200648863,50
3,20,d0,ecdf,0.64,0.9667915900128776,0.9731865303978932,0.10089463859368701,0.8282318887679508,0.9248587244570224,1.0358739804853476,1.1402004433948263,50
3,20,d0,ecdf,0.65,0.9620263568526661,0.9597249388067335,0.10073385501967559,0.8100470204502858,0.911471029364737,1.0218225937275762,1.1200663481802249,50
3,20,d0,ecdf,0.66,0.952578920461458,0.9425295321000702,0.09665094049007653,0.7942428562630316,0.8872924339525016,0.9944025322203092,1.0867309805640395,50
3,20,d0,ecdf,0.67,0.934110107624281,0.9277147555451433,0.09424768119506657,0.7805642092674386,0.874170403112857,0.9830746390312739,1.0742575810722135,50
3,20,d0,ecdf,0.68,0.9164996624308256,0.9105663477490796,0.09391097866398009,0.7572256060656135,0.8551951887284328,0.9674221046309609,1.0594039493092842,50
3,20,d0,ecdf,0.6900000000000001,0.904012621756934,0.8968667699350897,0.09280274975795068,0.7555449779290926,0.8412046316339465,0.9524337067576067,1.0333555827498007,50
3,20,d0,ecdf,0.7000000000000001,0.8856302708031241,0.8810900446309033,0.09144035161655492,0.7172323732087265,0.8207517971803802,0.9335606791397398,1.0188930291376317,50
3,20,d0,ecdf,0.7100000000000001,0.8742558207303882,0.8669682952377175,0.0867591953659479,0.7222937559200046,0.8090085704989074,0.9209930294226223,0.9966468886100162,50
3,20,d0,ecdf,0.72,0.8633638329550739,0.8545468579916644,0.08604376994190088,0.7112831433661984,0.8005243723550335,0.9056886627807129,0.9800012981562733,50
3,20,d0,ecdf,0.73,0.840968062104753,0.8401675562813737,0.0844653562349025,0.6939005572875179,0.7886206739255892,0.8992519271217014,0.9635932306084415,50
3,20,d0,ecdf,0.74,0.8348387453804974,0.8265642469148894,0.08190879736141748,0.6820079130898984,0.7789582869860409,0.8809042508890986,0.9364107361042914,50
3,20,d0,ecdf,0.75,0.8195667636311165,0.8111198298556828,0.08132009277875157,0.6755262673849001,0.7572997905054122,0.8623689837856452,0.9243388344674281,50
3,20,d0,ecdf,0.76,0.8067042244787543,0.7993640778603726,0.07971029764068063,0.66435110352484,0.7451175971535478,0.8569674441820394,0.9145040579986969,50
3,20,d0,ecdf,0.77,0.796079524699848,0.7845209826522185,0.07719689161984167,0.6524717038378905,0.7325430037286332,0.830353019318946,0.9001556659007526,50
3,20,d0,ecdf,0.78,0.7754710529907582,0.773126861937456,0.07783274358990745,0.6298507893301177,0.7236778251289089,0.8219908069873261,0.8931926787668918,50
3,20,d0,ecdf,0.79,0.7691370169004996,0.7593794188823101,0.0791591131470963,0.5999678201005638,0.7087085806479845,0.7990364551851645,0.8805586487966337,50
3,20,d0,ecdf,0.8,0.7531147127798254,0.7444745920326117,0.07659351638525863,0.5975355311743066,0.6981753084734403,0.7872310564406547,0.8675989929805044,50
3,20,d0,ecdf,0.81,0.7408772358364977,0.728988065782487,0.07481418791250083,0.5907162866786245,0.6842147619979415,0.7725238968930686,0.8471271763209398,50
3,20,d0,ecdf,0.8200000000000001,0.7212989736968591,0.7168041791499503,0.07337461382478011,0.5802644364305171,0.6766461427191611,0.7648022648764086,0.828245358787065,50
3,20,d0,ecdf,0.8300000000000001,0.7040300223884679,0.7040059780745321,0.0736635397646106,0.5642558106024624,0.6678500247200646,0.7501946457327624,0.8079363130162329,50
3,20,d0,ecdf,0.8400000000000001,0.6918223139221835,0.6920222940270654,0.07184170001761164,0.5521239474908766,0.6564775247695486,0.7368774318974292,0.8029565994747586,50
3,20,d0,ecdf,0.85,0.6742978803747756,0.6789270094224328,0.06978256128614026,0.5430753819528282,0.6406359540675799,0.7247654536199302,0.7877789723955089,50
3,20,d0,ecdf,0.86,0.6672038404962952,0.6684400471231648,0.06746134208167151,0.5345334414783399,0.6321092838838261,0.7181992141847711,0.7693084992946035,50
3,20,d0,ecdf,0.87,0.6575483485100142,0.6559736693270392,0.06770442897336258,0.525388698858367,0.6145903765039981,0.7096351840619062,0.7603247800011146,50
3,20,d0,ecdf,0.88,0.6414845364219288,0.6424625388769653,0.06603207240834777,0.520768358322742,0.5990080933444529,0.6928538594076633,0.7397498611305593,50
3,20,d0,ecdf,0.89,0.6325259780302125,0.6290588353031886,0.06397251435194487,0.5145397039612999,0.5846059529269637,0.6685052051476204,0.7257406804094116,50
3,20,d0,ecdf,0.9,0.6174181496000082,0.6170484655208458,0.061544279944554074,0.5045538402578289,0.578641318686916,0.6610881840651889,0.7041058615693471,50
3,20,d0,ecdf,0.91,0.6053397447875835,0.6071728776277429,0.06190736306245899,0.49226584646360255,0.5764472021477007,0.6525626396039936,0.6947777544684279,50
3,20,d0,ecdf,0.92,0.597286929122667,0.5957407941164446,0.061612700285807724,0.47833058351773905,0.5606289655076033,0.6429851573540306,0.683116298589696,50
3,20,d0,ecdf,0.93,0.590650821216807,0.5848063123660469,0.06070536236241457,0.46815002659081695,0.5522864977537681,0.6318033506728173,0.6694901588750608,50
3,20,d0,ecdf,0.94,0.5806424254316682,0.5749468340350525,0.0606778365173516,0.46170477564696133,0.5458736863418443,0.6203344213243691,0.6619245649932768,50
3,20,d0,ecdf,0.95,0.5755490719003553,0.5636098346159062,0.0611920195555593,0.45018031544288617,0.5262647314926666,0.6068106968157432,0.6504078958080165,50
3,20,d0,ecdf,0.96,0.5648658860448297,0.5499854871607387,0.05979594524465978,0.4459451934698784,0.5106184038123135,0.5972400760381,0.6370352882520207,50
3,20,d0,ecdf,0.97,0.5489396023556022,0.5390460594903653,0.05878304612408607,0.44469010908158446,0.49550501728602103,0.5781781985918003,0.6267293027665259,50
3,20,d0,ecdf,0.98,0.5411325780178591,0.5281336929130862,0.05802728623370122,0.4323560113684459,0.4834770429002213,0.5670631607525991,0.6117827313614062,50
3,20,d0,ecdf,0.99,0.5271223458880361,0.5183765354617322,0.0580809263290456,0.431248724770806,0.47277864172268835,0.5568145857327997,0.605222457388479,50
3,20,d0,ecdf,1,0.5156369844044248,0.5078740591773744,0.05705521422984579,0.4266957624714056,0.45795932499567366,0.5468486255844327,0.5905682113925319,50
3,20,d0,logspline,0.01,1.7229237270509405,1.6893007755543776,0.41763420201925305,0.9396567441892547,1.4269376920496648,1.9589169162538587,2.258990502501973,50
3,20,d0,logspline,0.02,1.7116657987795634,1.6840529179573682,0.40073911614348495,0.9884302514371766,1.4191243142580596,1.945549330328439,2.243670413114052,50
3,20,d0,logspline,0.03,1.7008739975108629,1.6785103133126278,0.38493210319893656,1.0353709081747544,1.4112857622212183,1.9327651797108738,2.228268259807183,50
3,20,d0,logspline,0.04,1.6900395050109878,1.6726189479178466,0.37030131124601917,1.0771363670590657,1.403422037410209,1.9201966548786835,2.2127840607240863,50
3,20,d0,logspline,0.05,1.6791626179498123,1.6663340123237782,0.3568865891056097,1.0973849788236196,1.3955331418842845,1.9075736933869112,2.1972178412533783,50
3,20,d0,logspline,0.06,1.6682436464506893,1.659620089396891,0.3446845700786961,1.1144786248708853,1.3886947191709522,1.8948968950598344,2.181569634018462,50
3,20,d0,logspline,0.06999999999999999,1.6572829111615408,1.6524643130960632,0.3336339558835482,1.1349660896158902,1.3905923212116644,1.881152524456502,2.165839478863231,50
3,20,d0,logspline,0.08,1.6462807425405677,1.6448767929452277,0.323627424339162,1.1526559779767371,1.3921447127413027,1.8651485278414082,2.1500274228346172,50
3,20,d0,logspline,0.09,1.6352374806305998,1.6368766501331913,0.3145466832772966,1.1590040836896063,1.390476447589103,1.8493117588322752,2.134133520161988,50
3,20,d0,logspline,0.1,1.6241534749769078,1.6284854909702287,0.30627738909721475,1.159555959416049,1.3944941727221183,1.8356384982758254,2.1181578322334786,50
3,20,d0,logspline,0.11,1.6130290845941948,1.6197249239912446,0.2987140061430322,1.1597656395550544,1.387653078954644,1.8219132497432722,2.1021004275691766,50
3,20,d0,logspline,0.12,1.6018646779514123,1.6106158846184186,0.29176078940520367,1.1596393056304048,1.3806779450333195,1.8081393242737251,2.085961381791294,50
3,20,d0,logspline,0.13,1.5906606329622237,1.6011787385350564,0.285331345794711,1.1591833227509243,1.3876040214695746,1.794320192004652,2.069740777591274,50
3,20,d0,logspline,0.14,1.5794173369759206,1.5914337122067097,0.27934774575620536,1.1584040414935406,1.4045919008166454,1.780459444956627,2.053438704693904,50
3,20,d0,logspline,0.15000000000000002,1.5681351867663365,1.5814013974541565,0.2737395871439316,1.157307692491627,1.400604188275381,1.7665604526247707,2.037055259818466,50
3,20,d0,logspline,0.16,1.5568145885175029,1.5711024832000873,0.26844434352318075,1.1575351806684164,1.3904198953761795,1.7526259688131476,2.020590546636958,50
3,20,d0,logspline,0.17,1.5512716682717305,1.560556341462848,0.26340930051539674,1.1603208816475008,1.3802068500480944,1.7386582421253531,2.0040446757294057,50
3,20,d0,logspline,0.18000000000000002,1.5459532491154373,1.5497812242916258,0.2585908277713142,1.164529127340089,1.3699656289944018,1.7246591531776667,1.9865959038515781,50
3,20,d0,logspline,0.19,1.5343733752782545,1.5387949420826461,0.25395312205418497,1.1645273638619493,1.361509214446202,1.7106303085509358,1.9646642056247017,50
3,20,d0,logspline,0.2,1.5227610829929867,1.5276149551901748,0.2494671747047527,1.16187953384841,1.3603056906236417,1.6965731065682634,1.942727472088073,50
3,20,d0,logspline,0.21,1.5111172163861735,1.5162576648898691,0.2451096843298885,1.1586367824176373,1.3516341174242401,1.6828583962198824,1.9207916868125843,50
3,20,d0,logspline,0.22,1.4994426358478044,1.5047378830784812,0.24086210893810334,1.1551641504126602,1.3426059901761502,1.668913595526776,1.8988622297122757,50
3,20,d0,logspline,0.23,1.487738217951792,1.49306864108314,0.2367097587560313,1.1514655745712197,1.3334262407902853,1.6518162451856373,1.87694398985973,50
3,20,d0,logspline,0.24,1.4760048553676084,1.4812614613355677,0.23264095107803048,1.147544900620923,1.324124140566137,1.6346811628784292,1.8550414501697,50
3,20,d0,logspline,0.25,1.4664108774982847,1.4693266070734359,0.22864635497210567,1.1427497245693141,1.314794360006934,1.6175112843201345,1.8331587518491554,50
3,20,d0,logspline,0.26,1.457595833341471,1.4572732831104283,0.22471848665710337,1.1367144894194667,1.3053776915496127,1.6003096019095033,1.8118840940185814,50
3,20,d0,logspline,0.27,1.4482033439653903,1.445109798824904,0.22085131823965506,1.1303547697883203,1.295667105218739,1.583079163525057,1.7907349127410428,50
3,20,d0,logspline,0.28,1.4382910370546305,1.4328436994232112,0.21703997174456385,1.123703559293066,1.285932250495514,1.5658230712553938,1.7695953668264646,50
3,20,d0,logspline,0.29000000000000004,1.427910541455668,1.4204818688196128,0.21328047807845782,1.1167899316750516,1.276173646067401,1.5487982667332858,1.748468093485151,50
3,20,d0,logspline,0.3,1.4166088130307581,1.4080306226782104,0.2095695921864731,1.1096396165699265,1.266391819381205,1.5318962403820615,1.7273555851765083,50
3,20,d0,logspline,0.31,1.403798725654868,1.3954957884515662,0.2059046463040036,1.1022754755423174,1.2561626145117224,1.514972894820243,1.7062602027654683,50
3,20,d0,logspline,0.32,1.3909711261003588,1.3828827719984123,0.20228343226775983,1.09471789811178,1.242901947852191,1.4980311432936548,1.6851841863701278,50
3,20,d0,logspline,0.33,1.3781275139291052,1.370196613522799,0.1987041091448807,1.086985133134967,1.2288528152397333,1.4810739402815805,1.664129664401048,50
3,20,d0,logspline,0.34,1.3652694096157734,1.3574420352676475,0.19516513037207947,1.079093567608377,1.2148271553602688,1.464274629849279,1.6465253462156526,50
3,20,d0,logspline,0.35000000000000003,1.3543934814019774,1.3446234825156536,0.1916651862860923,1.0710579624361851,1.2008291238178415,1.4499409787738233,1.6289229073596028,50
3,20,d0,logspline,0.36000000000000004,1.3451212926374319,1.3317451584620976,0.1882031594264881,1.0628916527675638,1.18686289791877,1.4355740816674674,1.6112651332060328,50
3,20,d0,logspline,0.37,1.3327525496123978,1.3188110500030983,0.18477809356278,1.0546067190025532,1.1742210379983131,1.4219366225993189,1.593553133320244,50
3,20,d0,logspline,0.38,1.3198008336746008,1.3058249508683568,0.18138917039972777,1.0462141333887696,1.1655043763740887,1.4084435415762315,1.5757880331550056,50
3,20,d0,logspline,0.39,1.3066932197701484,1.2927904858013726,0.17803568938065825,1.0377238862050049,1.1567668860607974,1.3949125816177308,1.5579709736559448,50
3,20,d0,logspline,0.4,1.2934482362179567,1.2797111321015024,0.17471705237450605,1.0291450947938747,1.1480087819506046,1.381344261336583,1.5401031108565917,50
3,20,d0,logspline,0.41,1.2783069884050426,1.2665902385897683,0.17143275251193899,1.0204860981206703,1.139230281803131,1.3677391060202633,1.5221856154634925,50
3,20,d0,logspline,0.42,1.2629390132811364,1.2534310423478316,0.1681823663438958,1.0117545390663731,1.1304316062115718,1.3540976474743345,1.5042196724317378,50
3,20,d0,logspline,0.43,1.2474925013711124,1.2402366835194591,0.16496554864278012,1.0029574362845421,1.1216129785678433,1.3404204238618012,1.4862064805313244,50
3,20,d0,logspline,0.44,1.2325925505357023,1.2270102184288345,0.16178202930638408,0.9941012471451065,1.1127746250267256,1.3267079795385466,1.4681472522864216,50
3,20,d0,logspline,0.45,1.2191062907918089,1.2137546346332229,0.15863161723837035,0.9851919230383015,1.10391677446895,1.312960864884985,1.4500433082509665,50
3,20,d0,logspline,0.46,1.2059503475332765,1.2004728762268881,0.1555142232191512,0.9762349581074764,1.0950396584632047,1.2991796361340453,1.431896489713278,50
3,20,d0,logspline,0.47,1.1936487676292085,1.1871678587648151,0.15242986841604347,0.9672354323113577,1.0861435112270388,1.2853648551956087,1.4137093185777112,50
3,20,d0,logspline,0.48,1.1811556793535205,1.1738424756755232,0.14937868137889412,0.9581980495774962,1.0767683862163604,1.271517089477531,1.3954849525453275,50
3,20,d0,logspline,0.49,1.1684797992523195,1.1604996036820483,0.14636089506968977,0.9491271716934365,1.0672413064299804,1.2576369117033717,1.3772271395824522,50
3,20,d0,logspline,0.5,1.1556302863850947,1.1471421075108241,0.1433768440321426,0.9400268484862846,1.0572298743668962,1.2437248997269603,1.3591968719589405,50
3,20,d0,logspline,0.51,1.1426167453401992,1.1337728424482294,0.1404269626321451,0.9309008447612226,1.0456582737926325,1.227350524023968,1.3412564916631085,50
3,20,d0,logspline,0.52,1.1294492264989406,1.1203946437722387,0.13751179230938843,0.9217526644022822,1.0330422966735486,1.2089701334880456,1.3233033646639902,50
3,20,d0,logspline,0.53,1.1161382234723272,1.107010319576476,0.13463198557819572,0.9125855719821467,1.0202724494965592,1.190677022013121,1.3069443298958063,50
3,20,d0,logspline,0.54,1.101072422493348,1.0936226595307315,0.13178830012178844,0.9034026121799478,1.0075135378793392,1.1733035223741193,1.2908604410074274,50
3,20,d0,logspline,0.55,1.0863247257005981,1.0802344408825517,0.12898159259754693,0.8941146079589813,0.9947675527019543,1.159033766416718,1.274803362571395,50
3,20,d0,logspline,0.56,1.0701384632523292,1.0668484428529088,0.12621282315233862,0.8846231869006096,0.9820365002852173,1.1456095962295008,1.2587756911316585,50
3,20,d0,logspline,0.5700000000000001,1.053899804693867,1.0534674630793388,0.12348306135462023,0.8745011379733398,0.9705010388399935,1.1324086212507225,1.242780033704372,50
3,20,d0,logspline,0.5800000000000001,1.037622876220723,1.0400943191385683,0.12079347657930455,0.8625498303286894,0.9581223201499305,1.1190584918417017,1.2268190067060576,50
3,20,d0,logspline,0.59,1.022685998723063,1.0267318477672496,0.11814532555174975,0.8506527956408811,0.9460853998633563,1.1055674951088428,1.2108952348741169,50
3,20,d0,logspline,0.6,1.0083068607081136,1.0133829038398057,0.11553993909788053,0.8385686341530102,0.9370729222630536,1.091944199187909,1.1950113501803656,50
3,20,d0,logspline,0.61,0.9949493499327142,1.0000503590995313,0.11297870812561749,0.8265545369831271,0.9280274785512435,1.0754175943243243,1.179169990738218,50
3,20,d0,logspline,0.62,0.9818566253544119,0.9867371006420044,0.11046306891346641,0.8146127212208139,0.9189511795699341,1.0587210305835772,1.1633737997041602,50
3,20,d0,logspline,0.63,0.9687735358963965,0.9734460291525536,0.10799448783489822,0.8027452589607795,0.9098460206106279,1.0420969661592796,1.1476254241740849,50
3,20,d0,logspline,0.64,0.9557013620378034,0.9601800569038573,0.10557444569703459,0.7909540862629632,0.9007138886208816,1.0255824162639309,1.1319275140750875,50
3,20,d0,logspline,0.65,0.942641384198119,0.9469421058884407,0.10320442101708498,0.7792410113829962,0.8884044018221847,1.0094107628605167,1.1162827210532593,50
3,20,d0,logspline,0.66,0.9295948821582891,0.9337351068534863,0.10088587064110516,0.767607722345399,0.8752579395371051,0.9951119254367478,1.1006936973580115,50
3,20,d0,logspline,0.67,0.9167725824872672,0.9205619971741996,0.09862021322243802,0.7560557939237127,0.8620744202308361,0.9821879416295561,1.0851630947234374,50
3,20,d0,logspline,0.68,0.9051234852550005,0.9074257179851314,0.09640881502184995,0.7445866940845753,0.8498845559121505,0.9683937568265114,1.0696935632471953,50
3,20,d0,logspline,0.6900000000000001,0.8923846633855651,0.8943292158895143,0.09425296635551672,0.7332017899464947,0.8411552158945736,0.9541780127310363,1.0542877502673627,50
3,20,d0,logspline,0.7000000000000001,0.8801150585515728,0.8812754487705402,0.0921538489334758,0.7219023532985422,0.8314818649317928,0.94073582955308,1.0387391135586006,50
3,20,d0,logspline,0.7100000000000001,0.868307199013511,0.8682673741739187,0.0901125177677473,0.7106895657193764,0.8217205060460689,0.9280051695028328,1.0210306252414239,50
3,20,d0,logspline,0.72,0.8556957844412248,0.8553079467543665,0.0881298689335027,0.6995645233326977,0.8083768509367775,0.9138768459285588,1.0038283881664147,50
3,20,d0,logspline,0.73,0.8439791169534818,0.8424001699649981,0.08620659142429601,0.688528241231525,0.7943183332052938,0.9002098680679607,0.9867672466849916,50
