epsilon,prior0,post0,log_bf10,method,post0_mcse,delta_true,N,order,replicate
0.89,0.23968627279216423,0.3226799655969638,-0.2973301419364174,logspline,NA,2,20,d0,1
0.9,0.2422736084010474,0.3270410178272956,-0.30001789908907794,logspline,NA,2,20,d0,1
0.91,0.24485750902544018,0.33138774577860985,-0.30261268163951105,logspline,NA,2,20,d0,1
0.92,0.24743794245790948,0.33571835197959105,-0.3051127572641397,logspline,NA,2,20,d0,1
0.93,0.2500148766757213,0.340031123161822,-0.307516729337358,logspline,NA,2,20,d0,1
0.9400000000000001,0.2525882798421982,0.3443244312874582,-0.30982351637943983,logspline,NA,2,20,d0,1
0.9500000000000001,0.2551581203080574,0.34859673428739607,-0.3120323323343573,logspline,NA,2,20,d0,1
0.9600000000000001,0.25772436661272835,0.35284657652235,-0.31414266766952753,logspline,NA,2,20,d0,1
0.97,0.2602869874856519,0.35707258897997823,-0.31615427128679235,logspline,NA,2,20,d0,1
0.98,0.2628459518475579,0.36127348922179653,-0.3180671332316436,logspline,NA,2,20,d0,1
0.99,0.26540122881172484,0.36544808109410093,-0.3198814681857411,logspline,NA,2,20,d0,1
1,0.2679527876852174,0.36959525421749007,-0.321597699726196,logspline,NA,2,20,d0,1
0.01,0.002746323504498009,0.0023333333333333335,0.1629652493779409,ecdf,8.808875995057276e-4,2,20,d0,1
0.02,0.0054926057662523144,0.005333333333333333,0.029426348006091695,ecdf,0.0013297730243527638,2,20,d0,1
0.03,0.008238805544908143,0.008,0.029413833591881784,ecdf,0.0016264480727442034,2,20,d0,1
0.04,0.0109848816048883,0.011333333333333334,-0.031228308058654383,ecdf,0.0019326052268797585,2,20,d0,1
0.05,0.01373079271778126,0.013,0.054691596833848485,ecdf,0.002068090907092819,2,20,d0,1
0.060000000000000005,0.016476497664728397,0.01633333333333333,0.008726972109009724,ecdf,0.0023141993255807757,2,20,d0,1
0.06999999999999999,0.01922195523881009,0.020666666666666667,-0.0724689686223375,ecdf,0.0025974061135137336,2,20,d0,1
0.08,0.021967124247430476,0.024333333333333332,-0.10230016916961011,ecdf,0.0028131371706229934,2,20,d0,1
0.09,0.02471196351470038,0.026333333333333334,-0.0635480846040684,ecdf,0.0029234619254626237,2,20,d0,1
0.09999999999999999,0.02745643188381845,0.03,-0.0885969284461392,ecdf,0.0031144823004794872,2,20,d0,1
0.11,0.030200488219449886,0.03166666666666667,-0.047406512475329156,ecdf,0.0031970762105862126,2,20,d0,1
0.12,0.032944091410102745,0.03333333333333333,-0.011745972326682345,ecdf,0.0032773069341672503,2,20,d0,1
0.13,0.03568720037050136,0.036,-0.0087268469980310015,ecdf,0.00340117626711701,2,20,d0,1
0.14,0.03842977404395676,0.03766666666666667,0.020056994836775803,ecdf,0.003476007714264977,2,20,d0,1
0.15000000000000002,0.04117177140473359,0.03966666666666667,0.0372416570033421,ecdf,0.0035633889404246546,2,20,d0,1
0.16,0.04391315146041354,0.043666666666666666,0.005628818369606395,ecdf,0.0037309466577482666,2,20,d0,1
0.17,0.04665387325425476,0.04666666666666667,-2.7418213617055117e-4,ecdf,0.0038509258146099917,2,20,d0,1
0.18000000000000002,0.04939389586754706,0.049666666666666665,-0.005507166152579763,ecdf,0.00396652193946993,2,20,d0,1
0.19,0.05213317842196275,0.052333333333333336,-0.0038319486872394116,ecdf,0.004065897012778179,2,20,d0,1
0.2,0.054871680081902546,0.05366666666666667,0.02220529360238188,ecdf,0.004114468598962915,2,20,d0,1
0.21000000000000002,0.057609360056836666,0.056666666666666664,0.01649890710458613,ecdf,0.00422119870635327,2,20,d0,1
0.22,0.060346177603640506,0.060333333333333336,2.1286580059765928e-4,ecdf,0.004347153176590485,2,20,d0,1
0.23,0.06308209202892474,0.06333333333333334,-0.003974857253043669,ecdf,0.0044468049287183795,2,20,d0,1
0.24000000000000002,0.06581706269135969,0.06866666666666667,-0.04238476398675453,ecdf,0.004617053734275267,2,20,d0,1
0.25,0.06855104900399345,0.07133333333333333,-0.039785017705488375,ecdf,0.004699109450696975,2,20,d0,1
0.26,0.07128401043656375,0.07266666666666667,-0.019210729401914504,ecdf,0.004739417060575496,2,20,d0,1
0.27,0.07401590651780321,0.075,-0.013208090487927829,ecdf,0.004808846015417837,2,20,d0,1
0.28,0.07674669683773747,0.078,-0.016198479093232798,ecdf,0.004896120913539616,2,20,d0,1
0.29000000000000004,0.07947634104997642,0.08266666666666667,-0.039357076982960426,ecdf,0.0050276863097879956,2,20,d0,1
0.3,0.08220479887399783,0.08566666666666667,-0.04125011540678812,ecdf,0.00510972565763528,2,20,d0,1
0.31,0.08493203009742345,0.08933333333333333,-0.050523401152431084,ecdf,0.005207459037729402,2,20,d0,1
0.32,0.08765799457828682,0.09266666666666666,-0.05556600756611944,ecdf,0.0052940077935830915,2,20,d0,1
0.33,0.09038265224729335,0.09433333333333334,-0.04278225991146401,ecdf,0.005336495590290053,2,20,d0,1
0.34,0.0931059631100714,0.09766666666666667,-0.04782208752555826,ecdf,0.00541995968278021,2,20,d0,1
0.35000000000000003,0.09582788724941517,0.10233333333333333,-0.06568171766635857,ecdf,0.00553357094536678,2,20,d0,1
0.36000000000000004,0.09854838482751818,0.106,-0.07289145001833836,ecdf,0.005620320275571491,2,20,d0,1
0.37,0.1012674160881978,0.10966666666666666,-0.07968076015513349,ecdf,0.0057049653486791335,2,20,d0,1
0.38,0.10398494135911003,0.11266666666666666,-0.08018751278123204,ecdf,0.005772720008479218,2,20,d0,1
0.39,0.10670092105395497,0.11766666666666667,-0.09782597781146589,ecdf,0.005882777751545104,2,20,d0,1
0.4,0.10941531567467178,0.12166666666666667,-0.10613418769891997,ecdf,0.005968357922937958,2,20,d0,1
0.41000000000000003,0.11212808581362389,0.12466666666666666,-0.1060016675544227,ecdf,0.006031165970437471,2,20,d0,1
0.42000000000000004,0.11483919215577354,0.12666666666666668,-0.0980261433437626,ecdf,0.006072402660732741,2,20,d0,1
0.43,0.11754859548084554,0.13066666666666665,-0.1057977244777912,ecdf,0.006153397134615666,2,20,d0,1
0.44,0.1202562566654803,0.13433333333333333,-0.11069933516407658,ecdf,0.006225964152613604,2,20,d0,1
0.45,0.12296213668537552,0.13666666666666666,-0.10566839487398376,ecdf,0.006271333959344664,2,20,d0,1
0.46,0.12566619661741654,0.142,-0.1221978992733163,ecdf,0.006372754506490894,2,20,d0,1
0.47000000000000003,0.12836839764179495,0.146,-0.12870238503111428,ecdf,0.006446807995693166,2,20,d0,1
0.48000000000000004,0.13106870104411555,0.14966666666666667,-0.13268897788994058,ecdf,0.006513231547026805,2,20,d0,1
0.49,0.13376706821749096,0.15333333333333332,-0.136514210339687,ecdf,0.006578303282311791,2,20,d0,1
0.5,0.13646346066462398,0.15666666666666668,-0.1380635146843099,ecdf,0.0066363198190518774,2,20,d0,1
0.51,0.1391578399998776,0.15933333333333333,-0.13538961536258579,ecdf,0.006681971321454525,2,20,d0,1
0.52,0.1418501679513319,0.16466666666666666,-0.14915188325908374,ecdf,0.006771301094953504,2,20,d0,1
0.53,0.1445404063628282,0.16933333333333334,-0.15831006163823433,ecdf,0.0068473731108008515,2,20,d0,1
0.54,0.14722851719599986,0.171,-0.14967763802021544,ecdf,0.006874081756860329,2,20,d0,1
0.55,0.14991446253228985,0.174,-0.14899041755725465,ecdf,0.006921560517686744,2,20,d0,1
0.56,0.15259820457495465,0.181,-0.1706886780485459,ecdf,0.0070294380998768315,2,20,d0,1
0.5700000000000001,0.155279705651054,0.188,-0.19121391957213726,ecdf,0.007133395638357187,2,20,d0,1
0.5800000000000001,0.157958928213427,0.19333333333333333,-0.20208076365401526,ecdf,0.00721007525516795,2,20,d0,1
0.59,0.16063583484265387,0.198,-0.20912712304665673,ecdf,0.0072754381311368466,2,20,d0,1
0.6,0.16331038824900315,0.20133333333333334,-0.2093092968065413,ecdf,0.007321161615987412,2,20,d0,1
0.61,0.16598255127436423,0.20366666666666666,-0.20460200047671515,ecdf,0.007352699176845547,2,20,d0,1
0.62,0.16865228689416528,0.20933333333333334,-0.21608875638338576,ecdf,0.007427715864447358,2,20,d0,1
0.63,0.171319558219276,0.215,-0.22710745407120939,ecdf,0.007500555534980948,2,20,d0,1
0.64,0.17398432849789494,0.22,-0.23466231729807963,ecdf,0.007563068160475615,2,20,d0,1
0.65,0.17664656111742183,0.22333333333333333,-0.23451451731084957,ecdf,0.00760384892791266,2,20,d0,1
0.66,0.1793062196063141,0.228,-0.24025056067774903,ecdf,0.007659765009450355,2,20,d0,1
0.67,0.18196326763592735,0.23366666666666666,-0.2500907578355519,ecdf,0.007725856059483107,2,20,d0,1
0.68,0.18461766902234059,0.238,-0.2539836410025186,ecdf,0.0077750884239344824,2,20,d0,1
0.6900000000000001,0.18726938772816468,0.24333333333333335,-0.26188408916758127,ecdf,0.007834160712806067,2,20,d0,1
0.7000000000000001,0.18991838786433443,0.24733333333333332,-0.2641425121726006,ecdf,0.00787738441268326,2,20,d0,1
0.7100000000000001,0.1925646336918852,0.24933333333333332,-0.2583588324947501,ecdf,0.007898654362658283,2,20,d0,1
0.72,0.1952080896237114,0.253,-0.2593233728628318,ecdf,0.007937064948707424,2,20,d0,1
0.73,0.1978487202263096,0.25666666666666665,-0.2602755267728995,ecdf,0.007974728603300322,2,20,d0,1
0.74,0.20048649022150355,0.261,-0.2637735432876122,ecdf,0.008018291588611628,2,20,d0,1
0.75,0.20312136448815293,0.2643333333333333,-0.2634072779473835,ecdf,0.008051112184500189,2,20,d0,1
0.76,0.2057533080638442,0.2693333333333333,-0.26927185235048035,ecdf,0.008099236360894133,2,20,d0,1
0.77,0.2083822861465646,0.27366666666666667,-0.2725365138144667,ecdf,0.008139885794084627,2,20,d0,1
0.78,0.21100826409635792,0.277,-0.272120207144803,ecdf,0.00817049570099636,2,20,d0,1
0.79,0.21363120743696332,0.2803333333333333,-0.27172817265771604,ecdf,0.008200539729301471,2,20,d0,1
0.8,0.21625108185743552,0.285,-0.2760490316602254,ecdf,0.008241662453655816,2,20,d0,1
0.81,0.2188678532137475,0.2896666666666667,-0.2802626988887412,ecdf,0.008281704512334984,2,20,d0,1
0.8200000000000001,0.22148148753037505,0.294,-0.2832407590872756,ecdf,0.00831793243540725,2,20,d0,1
0.8300000000000001,0.2240919510018628,0.299,-0.2883871102218621,ecdf,0.008358608337117688,2,20,d0,1
0.8400000000000001,0.226699209994372,0.302,-0.28680294467393386,ecdf,0.008382441967191501,2,20,d0,1
0.85,0.22930323104720982,0.30633333333333335,-0.28962855300624885,ecdf,0.008416119894231194,2,20,d0,1
0.86,0.2319039808743399,0.31133333333333335,-0.2945407391061821,ecdf,0.008453892375485762,2,20,d0,1
0.87,0.23450142636587423,0.31566666666666665,-0.2972251340664479,ecdf,0.008485698207812607,2,20,d0,1
0.88,0.23709553458954613,0.323,-0.309189163776366,ecdf,0.008537583576945725,2,20,d0,1
0.89,0.23968627279216423,0.3283333333333333,-0.31469848098820274,ecdf,0.008573808091226744,2,20,d0,1
0.9,0.2422736084010474,0.33066666666666666,-0.3110431178944022,ecdf,0.008589261167726094,2,20,d0,1
0.91,0.24485750902544018,0.33366666666666667,-0.3094660451093637,ecdf,0.008608778895643335,2,20,d0,1
0.92,0.24743794245790948,0.33666666666666667,-0.30793350814216397,ecdf,0.00862790477119102,2,20,d0,1
