delta_true,N,order,replicate,log_bf10_bridge,bf10_bridge,bridge_alt_logml,bridge_null_logml
0,20,d0,1,-1.7227855063590898,0.1785680520644251,13.82264283668778,15.54542834304687
0,50,d0,1,-1.9313420979164917,0.144953526052809,42.18794571105488,44.11928780897137
0,100,d0,1,-2.472760454586222,0.08435168831621825,89.58778388048266,92.06054433506888
0,200,d0,1,-3.114555367210528,0.04439824367434259,190.26087964420097,193.3754350114115
0,20,d0,2,-1.4278190317321258,0.23983141697449212,14.323636245675035,15.75145527740716
0,50,d0,2,-2.4155035826309614,0.08932234641177104,41.50638552193548,43.92188910456644
0,100,d0,2,-2.7454727444740996,0.06421793509347096,78.36371311266039,81.10918585713449
0,200,d0,2,-2.851162732751021,0.05777710247458741,154.65741201761244,157.50857475036347
0,20,d0,3,-1.8816682428186784,0.15233576062246315,10.967344382995982,12.84901262581466
0,50,d0,3,-2.3625121970780896,0.09418331868747812,39.92268623746718,42.28519843454527
0,100,d0,3,-2.6833407308164396,0.06833448528556187,84.97059209199548,87.65393282281192
0,200,d0,3,-2.965427107028347,0.05153845210848632,177.8881898711116,180.85361697813994
0,20,d0,4,-1.8905137860719794,0.15099421018138307,15.047547984303575,16.938061770375555
0,50,d0,4,-1.8574887843011467,0.15606404918409988,45.66193152340977,47.51942030771092
0,100,d0,4,-1.664160001463543,0.18934964462272263,81.45372433044359,83.11788433190713
0,200,d0,4,-2.0550425993884858,0.1280873790172909,161.96022176480514,164.01526436419363
0,20,d0,5,-1.0701928651667316,0.34294236940283346,16.389845499865316,17.460038365032048
0,50,d0,5,-1.8859746112667608,0.1516811572027845,37.27517118577322,39.16114579703998
0,100,d0,5,-2.810502040865103,0.0601747746118244,71.11055080684112,73.92105284770622
0,200,d0,5,-2.948277433393031,0.052429942274846354,152.854312197156,155.80258963054902
0,20,d0,6,-1.7693889853164908,0.17043709658511375,8.893943379763575,10.663332365080066
0,50,d0,6,-2.0694152402180706,0.12625959165367268,35.887663740569685,37.957078980787756
0,100,d0,6,-2.608653725562604,0.07363360810852637,75.65123229840222,78.25988602396482
0,200,d0,6,-2.9388589645633942,0.05292608483589742,165.7692410338362,168.7080999983996
0,20,d0,7,-0.5841827954450238,0.5575613173348676,10.85906895567008,11.443251751115104
0,50,d0,7,-1.9942575394872932,0.13611467643213776,38.364461365939846,40.35871890542714
0,100,d0,7,-2.4354458938916963,0.0875586964545801,79.97842883406823,82.41387472795992
0,200,d0,7,-3.040593850691778,0.04780649114500536,173.951468815004,176.99206266569578
0,20,d0,8,-1.9427000382753494,0.14331646695760933,11.256067885173143,13.198767923448493
0,50,d0,8,-1.339838555396831,0.26188794556298495,40.65041366208274,41.99025221747957
0,100,d0,8,-2.2825092461001475,0.10202787220641041,86.41254312759274,88.69505237369289
0,200,d0,8,-2.9700860265202493,0.05129889707648522,168.3681734915043,171.33825951802456
0,20,d0,9,-0.6425915621980902,0.5259276821001965,15.773847124812592,16.416438687010682
0,50,d0,9,-0.7754660150429444,0.46048913612443365,41.6258081445514,42.401274159594344
0,100,d0,9,-1.0590167051751962,0.34679664607893024,87.89493294177986,88.95394964695505
0,200,d0,9,-3.0505823742849145,0.04733135180097734,181.67983124210699,184.7304136163919
0,20,d0,10,-1.6078744403770324,0.20031293898334476,7.445521534204892,9.053395974581925
0,50,d0,10,-2.25060589697042,0.10533538283372561,33.75579238353265,36.00639828050307
0,100,d0,10,-2.63913670690269,0.0714229018473473,77.40942982960124,80.04856653650393
0,200,d0,10,-2.2432957536456968,0.10610822091639398,151.56790402784202,153.81119978148772
0,20,d0,11,-1.3583219345836497,0.2570918320953074,16.696165609906878,18.054487544490527
0,50,d0,11,-1.5949009020100604,0.2029286373262158,40.001040847741784,41.595941749751844
0,100,d0,11,-2.6514380835886016,0.07054968373174086,84.15009284110653,86.80153092469513
0,200,d0,11,-3.0534302927428314,0.04719674773222821,168.77095925150653,171.82438954424936
0,20,d0,12,-0.5148530123866095,0.5975884262595633,14.689343052643029,15.204196065029638
0,50,d0,12,-1.257516369331185,0.28435939391280435,40.555649750754576,41.81316612008576
0,100,d0,12,-1.0833947380684776,0.33844464236504396,90.15752476189839,91.24091949996686
0,200,d0,12,-2.7128983830716322,0.06634423676634221,158.33623546735618,161.0491338504278
0,20,d0,13,-1.531319292082948,0.21625018188518358,10.163903340234192,11.69522263231714
0,50,d0,13,-1.4420865237784284,0.23643391866349694,39.74186788487117,41.1839544086496
0,100,d0,13,-1.9529444229770405,0.14185577266777885,79.57723247283879,81.53017689581583
0,200,d0,13,-2.660421541225162,0.06991874189948478,161.11374345046022,163.77416499168538
0,20,d0,14,-1.5478685036668764,0.2127008620980461,18.97395514187022,20.521823645537097
0,50,d0,14,-2.4593372514299006,0.08549159162609593,45.70110325524997,48.16044050667987
0,100,d0,14,-2.3484328531332608,0.09551873687141359,100.97402219377679,103.32245504691005
0,200,d0,14,-3.0501355629417333,0.047352504711178314,199.8040829901711,202.85421855311284
0,20,d0,15,-1.796767164317595,0.1658341370853368,13.525944349719683,15.322711514037278
0,50,d0,15,-2.3873522422550764,0.09187261855681886,46.940492674931626,49.3278449171867
0,100,d0,15,-2.706460436050847,0.06677273529318255,83.73431365682217,86.44077409287301
0,200,d0,15,-2.80814800336546,0.06031659514773161,164.94741191683318,167.75555992019864
0,20,d0,16,-1.8855271821689321,0.1517490389511116,11.567177338811405,13.452704520980337
0,50,d0,16,-1.61227107913448,0.19943416858577062,41.91013200339881,43.52240308253329
0,100,d0,16,-0.9659153790545361,0.380634615265969,88.4192706804225,89.38518605947704
0,200,d0,16,-2.2756076500899383,0.10273446285908175,173.7068582151827,175.98246586527264
0,20,d0,17,-1.3450415951487749,0.2605288708974495,14.048845205773068,15.393886800921843
0,50,d0,17,-1.5165855824205536,0.2194599370147543,34.27237607572759,35.788961658148146
0,100,d0,17,-2.4409292516742482,0.08707989471525314,71.02766545123534,73.46859470290958
0,200,d0,17,-2.8697296967687294,0.056714254554418225,155.55536109783264,158.42509079460137
0,20,d0,18,-1.7691742455198725,0.17047370014255023,11.943997718653335,13.713171964173208
0,50,d0,18,-2.0997698225315347,0.12248461820785625,36.1862584833873,38.28602830591883
0,100,d0,18,-2.279774173996998,0.10230730775742009,87.29089143363882,89.57066560763582
0,200,d0,18,-2.687096990073428,0.06807828472174424,180.7541862463275,183.44128323640092
0,20,d0,19,-0.1844746168420457,0.831541046769259,22.974649086351164,23.15912370319321
0,50,d0,19,-2.3000275657871327,0.10025608004695112,45.55412217971237,47.854149745499505
0,100,d0,19,-2.7857160386279816,0.06168490443956745,82.39081858474377,85.17653462337175
0,200,d0,19,-3.15799729892899,0.04251079229526413,172.31327919102534,175.47127648995433
0,20,d0,20,-1.4566791857324937,0.23300877021141164,12.981340357638024,14.438019543370517
0,50,d0,20,-2.1811904121343346,0.11290704469342479,39.58805258690623,41.769242999040564
0,100,d0,20,-1.3393941812542778,0.26200434765536407,86.36984017622486,87.70923435747913
0,200,d0,20,-0.2968384584126227,0.7431640545668311,195.14082803088345,195.43766648929608
0,20,d0,21,0.025997766505650333,1.0263386561492929,14.533704352595267,14.507706586089617
0,50,d0,21,2.3651340602947784,10.64546585614399,48.443624714604574,46.078490654309796
0,100,d0,21,0.35505370851721807,1.4262572543867273,101.6234537260472,101.26840001752998
0,200,d0,21,-2.5230816015712207,0.08021204393983515,177.97495597395704,180.49803757552826
0,20,d0,22,1.148320806181033,3.1528941417509713,18.964599508852036,17.816278702671003
0,50,d0,22,-1.280897333644134,0.27778792013458187,50.697238284772205,51.97813561841634
0,100,d0,22,-1.9698056038020013,0.1394839687328838,95.4596959594082,97.4295015632102
0,200,d0,22,-2.4369662214937478,0.08742567969170982,181.77811033574386,184.2150765572376
0,20,d0,23,-0.6376379352136627,0.5285393950433538,8.44956428586455,9.087202221078213
0,50,d0,23,-1.6308238499354033,0.19576822403317953,33.27860243807135,34.909426288006756
0,100,d0,23,-2.2206175491446487,0.10854205806840166,73.76538653090465,75.9860040800493
0,200,d0,23,-2.3894081682268506,0.09168392928628206,161.47969760845848,163.86910577668533
0,20,d0,24,-1.2194771873772794,0.2953845573370017,11.440663924824417,12.660141112201696
0,50,d0,24,-0.6527950287117577,0.5205886810868314,43.844932258697504,44.49772728740926
0,100,d0,24,-2.801759523262902,0.0607031599818345,73.53840909436829,76.34016861763119
0,200,d0,24,-3.0685737895314276,0.04648740842899042,163.90988118056524,166.97845497009666
0,20,d0,25,-1.6306801716708001,0.19579635369263498,12.054191725622633,13.684871897293434
0,50,d0,25,-1.2645723912368254,0.282360009944166,33.69083100542467,34.955403396661495
0,100,d0,25,-1.960024970105394,0.14085490371534165,69.51075837242648,71.47078334253187
0,200,d0,25,-2.7233422832826193,0.06565494986510935,155.48280762506437,158.206149908347
0,20,d0,26,-2.08567170087489,0.12422365100070287,18.56761947302165,20.65329117389654
0,50,d0,26,-2.1358212683838858,0.11814751969898887,40.926832634335035,43.06265390271892
0,100,d0,26,-2.594431945549701,0.07468829104240124,93.07238070844534,95.66681265399504
0,200,d0,26,-2.8318852219035193,0.058901706146911786,181.3151826427045,184.14706786460803
0,20,d0,27,-0.8103105871587104,0.4447199204743818,19.29006117196614,20.10037175912485
0,50,d0,27,-2.350682599830897,0.09530408545476829,46.34259400769036,48.693276607521256
0,100,d0,27,-2.6952338356751113,0.06752658980221887,89.93244448463467,92.62767832030978
0,200,d0,27,-2.7641005995126022,0.06303276556145322,179.73478393411034,182.49888453362294
0,20,d0,28,-1.7817661717355548,0.16834056620633925,12.434491629862352,14.216257801597907
0,50,d0,28,-2.5048686595696594,0.08168632599797665,43.337134154594345,45.842002814164005
0,100,d0,28,-2.795475057675688,0.06108584813754222,93.32529318524595,96.12076824292164
0,200,d0,28,-2.973518878416769,0.051123097479998034,168.76018231154336,171.73370118996013
0,20,d0,29,-1.6825694707949008,0.18589570826172475,10.470535401644112,12.153104872439012
0,50,d0,29,-2.1103353490101924,0.12119731621772624,30.565149137083893,32.675484486094085
0,100,d0,29,-2.074965540608872,0.12556075416578766,70.27310093901994,72.34806647962881
0,200,d0,29,-2.632120578820235,0.07192577612703208,154.63872432953565,157.27084490835588
0,20,d0,30,-0.8370564117855288,0.43298317359799915,10.880277883295458,11.717334295080986
0,50,d0,30,-1.2388667880444544,0.28971233747394187,37.581508430617774,38.82037521866223
0,100,d0,30,-1.6055556115648812,0.20077796935224393,81.0216550039019,82.62721061546678
0,200,d0,30,-1.5509543072239467,0.21204552066867233,178.72593204296436,180.2768863501883
0,20,d0,31,-1.9411571391028524,0.1435377604887867,8.821852030943578,10.76300917004643
0,50,d0,31,-1.9585376448383727,0.14106455664502274,36.22105410270194,38.179591747540314
0,100,d0,31,-2.185781549757465,0.11238986105171035,83.7251501229452,85.91093167270266
0,200,d0,31,-2.0933934862188153,0.123268116596699,176.12089576907437,178.21428925529318
0,20,d0,32,-1.8322088910322165,0.16005962274078853,13.20055791112821,15.032766802160426
