delta_true,N,order,replicate,log_bf10_bridge,bf10_bridge,bridge_alt_logml,bridge_null_logml
3,20,d0,1,1.1131134876120843,3.0438205542223216,5.583868149914624,4.470754662302539
3,50,d0,1,9.139256357049753,9313.836387125262,31.591160372543218,22.451904015493465
3,100,d0,1,17.782400728743376,52820013.939734146,67.3558837196096,49.57348299086622
3,200,d0,1,39.21140439406162,106978512779494270,157.9493186736484,118.73791427958679
3,20,d0,2,7.138681770041791,1259.7666319353366,13.426307822734211,6.28762605269242
3,50,d0,2,18.66742541921871,127985229.31116152,38.930712762406245,20.263287343187535
3,100,d0,2,44.226620758894924,16120456975005866e3,83.92567286255544,39.69905210366052
3,200,d0,2,88.9218863171353,4152260079036878e23,171.6930820573177,82.77119574018239
3,20,d0,3,0.012132247977489463,1.0122061422300768,7.977014450405175,7.9648822024276855
3,50,d0,3,-0.7526908514428712,0.47109719311601567,33.3020951025196,34.05478595396247
3,100,d0,3,0.401306612988364,1.4937752091719216,79.85739239778495,79.45608578479658
3,200,d0,3,5.357705353194547,212.23737744400387,185.48023873505912,180.12253338186457
3,20,d0,4,15.353469890043236,4655081.097090339,5.809282168024784,-9.544187722018451
3,50,d0,4,46.45728382719895,15001752990572626e4,28.319822084584086,-18.137461742614864
3,100,d0,4,103.6194796097572,1003155392829599e30,68.59822653909542,-35.02125307066179
3,200,d0,4,216.40532465922104,963026757292782e79,151.70707009485113,-64.69825456436992
3,20,d0,5,2.934722113284039,18.816273616129546,12.71925696704388,9.78453485375984
3,50,d0,5,6.036242569727264,418.3182764613104,42.03536368198998,35.99912111226271
3,100,d0,5,13.123579123022665,500608.242468309,77.14054062930603,64.01696150628337
3,200,d0,5,24.44065793309028,41156920737.11594,156.3305511239809,131.88989319089063
3,20,d0,6,-0.6482445958225878,0.5229629828965571,10.487330806254183,11.135575402076771
3,50,d0,6,-0.5839270143349964,0.5577039492280182,32.94672438796072,33.53065140229572
3,100,d0,6,2.0476756067056385,7.749866417039232,81.21469269584532,79.16701708913968
3,200,d0,6,4.792983242116009,120.66079263061881,164.13966728540112,159.3466840432851
3,20,d0,7,5.824845324490278,338.6087545454879,8.952009781961662,3.1271644574713844
3,50,d0,7,11.057867403115594,63441.113179193824,24.880005543048057,13.822138139932463
3,100,d0,7,25.721859836093387,148204636699.96756,61.18266014957089,35.460800313477506
3,200,d0,7,61.72197166763752,6390159633158371e11,148.6067271017492,86.88475543411167
3,20,d0,8,0.1483157220301461,1.1598790379250314,6.410017816594984,6.261702094564838
3,50,d0,8,1.4323763457885015,4.188641034098298,31.1289323271198,29.696555981331297
3,100,d0,8,7.548772790714544,1898.4115529248859,71.39663847379897,63.84786568308443
3,200,d0,8,19.47281493129114,286375639.3481381,161.70269736873007,142.22988243743893
3,20,d0,9,2.914113686364561,18.432468212865825,8.116230498484985,5.2021168121204235
3,50,d0,9,13.482887947961405,717040.7471059925,24.266461502326532,10.783573554365127
3,100,d0,9,39.38267042959264,126962787877173250,67.42325547185258,28.04058504225994
3,200,d0,9,83.52951883876027,1889770684909416e21,152.75436511188727,69.224846273127
3,20,d0,10,12.218929253582463,202587.921912426,9.61401557043102,-2.6049136831514423
3,50,d0,10,33.81311551815271,484004595847466.1,36.79326496113258,2.9801494429798647
3,100,d0,10,64.81407165321215,1407322621626515e13,76.67301069411032,11.858939040898159
3,200,d0,10,131.74481056016162,1644539259377094e42,167.8138015492375,36.068990989075886
3,20,d0,11,0.9157680869334284,2.4986937290358733,8.449154864583695,7.533386777650267
3,50,d0,11,10.409126486366077,33160.89125717176,27.444946518535325,17.035820032169248
3,100,d0,11,24.178711275571985,31672393648.088562,68.5037865882234,44.32507531265142
3,200,d0,11,59.521716968535884,7078695530919174e10,152.6724663117036,93.15074934316772
3,20,d0,12,3.359363795805532,28.770880900310246,11.962762796484462,8.60339900067893
3,50,d0,12,16.11066301348232,9925949.162660046,36.58056090644985,20.469897892967527
3,100,d0,12,37.273904983067325,15411725073836894,86.62357478503763,49.34966980197031
3,200,d0,12,74.84654792034993,32021579584469803e16,170.56018270938858,95.71363478903865
3,20,d0,13,4.430376577182581,83.96302951869883,6.387185867487112,1.956809290304531
3,50,d0,13,18.385590881077725,96551864.80777706,32.8239365270811,14.438345646003379
3,100,d0,13,40.9415208153885,603499022294720100,66.6927383209611,25.7512175055726
3,200,d0,13,92.50191401544656,1489603974472703e25,159.57457052337693,67.07265650793038
3,20,d0,14,-0.524980978905198,0.5915666165044949,9.374543524313943,9.89952450321914
3,50,d0,14,-0.7745481749886025,0.46091198552253015,36.09083809257191,36.86538626756051
3,100,d0,14,0.9582590640083026,2.6071536325781044,65.30422553440037,64.34596647039207
3,200,d0,14,0.9700155338942977,2.6379854372228198,146.51852448972693,145.54850895583263
3,20,d0,15,-1.7793228960321485,0.1687523714937162,7.481445725362445,9.260768621394593
3,50,d0,15,-0.10002448885214577,0.9048152598775284,30.86120900620089,30.961233495053037
3,100,d0,15,5.8036215129245505,331.49791265006866,73.22675017230894,67.42312865938439
3,200,d0,15,13.543434438716446,761796.2715236177,151.25774111890607,137.71430668018962
3,20,d0,16,12.683250656854892,322304.0574767939,7.334239711399542,-5.3490109454553485
